Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Jordan Westburg,BAL,Jordan Westburg (BAL),17,74,71,8,0.317,0,0,0,0,0,0,308.7,183,360,0,0,1,1,0,1,0,1,0
Paul Goldschmidt,STL,Paul Goldschmidt (STL),23,82,84,8,0.354,0,0,0,0,0,0,82.92,41,119,0,1,0,0,0,1,0,1,0
Riley Greene,DET,Riley Greene (DET),15,65,56,7,0.336,0,0,0,0,0,0,147.78,102,178,0,0,0,0,0,0,1,1,0
Cody Bellinger,CHC,Cody Bellinger (CHC),19,80,73,14,0.327,0,0,0,0,0,0,59.55,23,88,0,1,0,0,0,1,1,1,0
Ian Happ,CHC,Ian Happ (CHC),21,76,79,10,0.344,0,0,0,0,0,0,178.95,131,226,0,0,0,0,0,0,1,1,0
Jeimer Candelario,CIN,Jeimer Candelario (CIN),23,75,84,4,0.338,0,0,0,0,0,0,203.85,157,252,0,1,0,1,0,1,0,1,0
Bo Naylor,CLE,Bo Naylor (CLE),16,62,61,7,0.322,0,0,0,0,0,0,175.46,146,240,1,0,0,0,0,0,0,1,0
Anthony Volpe,NYY,Anthony Volpe (NYY),19,71,74,23,0.302,0,0,0,0,0,0,119.59,87,142,0,0,0,0,1,1,0,1,0
Leody Taveras,TEX,Leody Taveras (TEX),14,72,68,16,0.318,0,0,0,0,0,0,305.41,207,359,0,0,0,0,0,0,1,1,0
Josh Lowe,TBR,Josh Lowe (TBR),16,66,71,25,0.321,0,0,0,0,0,0,131.72,58,234,0,0,0,0,0,0,1,1,0
DJ LeMahieu,NYY,DJ LeMahieu (NYY),11,61,51,3,0.334,0,0,0,0,0,0,347.35,257,359,0,1,0,1,0,1,0,1,0
Michael Busch,CHC,Michael Busch (CHC),22,81,75,3,0.333,0,0,0,0,0,0,337.55,224,360,0,1,0,1,0,1,0,1,0
Bryan Reynolds,PIT,Bryan Reynolds (PIT),21,80,84,8,0.343,0,0,0,0,0,0,91.48,70,142,0,0,0,0,0,0,1,1,0
Vaughn Grissom,BOS,Vaughn Grissom (BOS),10,75,67,11,0.352,0,0,0,0,0,0,319.93,231,359,0,0,0,0,1,1,0,1,0
Jeff McNeil,NYM,Jeff McNeil (NYM),9,65,57,6,0.343,0,0,0,0,0,0,329.13,205,359,0,0,1,0,0,1,1,1,0
Anthony Santander,BAL,Anthony Santander (BAL),28,78,88,3,0.321,0,0,0,0,0,0,142.16,97,186,0,0,0,0,0,0,1,1,0
Bryson Stott,PHI,Bryson Stott (PHI),12,69,65,21,0.314,0,0,0,0,0,0,110.72,55,174,0,0,1,0,0,1,0,1,0
Francisco Alvarez,NYM,Francisco Alvarez (NYM),21,59,71,2,0.315,0,0,0,0,0,0,147.73,102,186,1,0,0,0,0,0,0,1,0
Seiya Suzuki,CHC,Seiya Suzuki (CHC),22,74,72,6,0.352,0,0,0,0,0,0,96.76,56,132,0,0,0,0,0,0,1,1,0
Ke'Bryan Hayes,PIT,Ke'Bryan Hayes (PIT),11,61,56,11,0.313,0,0,0,0,0,0,148.18,115,201,0,0,0,1,0,1,0,1,0
Patrick Bailey,SFG,Patrick Bailey (SFG),10,44,46,2,0.294,0,0,0,0,0,0,358.84,294,356,1,0,0,0,0,0,0,1,0
Lars Nootbaar,STL,Lars Nootbaar (STL),19,76,60,8,0.344,0,0,0,0,0,0,288.29,182,360,0,0,0,0,0,0,1,1,0
Masyn Winn,STL,Masyn Winn (STL),13,87,72,16,0.301,0,0,0,0,0,0,350.64,277,360,0,0,0,0,1,1,0,1,0
Logan O'Hoppe,LAA,Logan O'Hoppe (LAA),21,49,56,2,0.345,0,0,0,0,0,0,156.93,121,199,1,0,0,0,0,0,0,1,0
Christian Walker,ARI,Christian Walker (ARI),22,73,81,7,0.335,0,0,0,0,0,0,94.09,62,138,0,1,0,0,0,1,0,1,0
Trevor Story,BOS,Trevor Story (BOS),15,54,54,15,0.314,0,0,0,0,0,0,165.18,108,224,0,0,0,0,1,1,0,1,0
Harrison Bader,NYM,Harrison Bader (NYM),10,49,42,16,0.312,0,0,0,0,0,0,346.29,264,360,0,0,0,0,0,0,1,1,0
Jung Hoo Lee,SFG,Jung Hoo Lee (SFG),8,56,62,2,0.346,0,0,0,0,0,0,230.91,124,301,0,0,0,0,0,0,1,1,0
Luis Arraez,MIA,Luis Arraez (MIA),7,74,59,3,0.369,0,0,0,0,0,0,164.61,110,238,0,0,1,0,0,1,0,1,0
Jazz Chisholm Jr.,MIA,Jazz Chisholm Jr. (MIA),19,62,61,21,0.313,0,0,0,0,0,0,54.7,34,74,0,0,0,0,0,0,1,1,0
Daulton Varsho,TOR,Daulton Varsho (TOR),25,72,77,13,0.304,0,0,0,0,0,0,197.59,154,257,0,0,0,0,0,0,1,1,0
Jeremy Peña,HOU,Jeremy Pena (HOU),16,73,66,11,0.303,0,0,0,0,0,0,236.24,138,318,0,0,0,0,1,1,0,1,0
Coby Mayo,BAL,Coby Mayo (BAL),19,69,81,3,0.315,0,0,0,0,0,0,359.77,296,360,0,0,0,1,0,1,0,1,0
Max Kepler,MIN,Max Kepler (MIN),21,66,65,4,0.32,0,0,0,0,0,0,290.34,225,360,0,0,0,0,0,0,1,1,0
Elly De La Cruz,CIN,Elly De La Cruz (CIN),23,92,87,39,0.304,0,0,0,0,0,0,21.4,12,33,0,0,0,1,1,1,0,1,0
Spencer Torkelson,DET,Spencer Torkelson (DET),33,91,94,3,0.326,0,0,0,0,0,0,121.16,61,168,0,1,0,0,0,1,0,1,0
Danny Jansen,TOR,Danny Jansen (TOR),15,40,47,0,0.327,0,0,0,0,0,0,346.64,226,360,1,0,0,0,0,0,0,1,0
Max Muncy,LAD,Max Muncy (LAD),27,80,78,1,0.336,0,0,0,0,0,0,187.3,123,246,0,0,0,1,0,1,0,1,0
Tyler O'Neill,BOS,Tyler O'Neill (BOS),18,57,60,9,0.344,0,0,0,0,0,0,209.55,161,283,0,0,0,0,0,0,1,1,0
Jordan Lawlar,ARI,Jordan Lawlar (ARI),11,78,61,22,0.322,0,0,0,0,0,0,356.33,283,360,0,0,0,0,1,1,0,1,0
Jake Burger,MIA,Jake Burger (MIA),27,65,74,1,0.308,0,0,0,0,0,0,146.43,115,191,0,0,0,1,0,1,0,1,0
Jack Suwinski,PIT,Jack Suwinski (PIT),26,69,73,10,0.346,0,0,0,0,0,0,233.97,184,305,0,0,0,0,0,0,1,1,0
Nolan Gorman,STL,Nolan Gorman (STL),28,73,80,5,0.317,0,0,0,0,0,0,179.6,136,226,0,0,1,0,0,1,0,1,0
Ryan McMahon,COL,Ryan McMahon (COL),22,73,74,5,0.321,0,0,0,0,0,0,241.16,177,294,0,0,1,1,0,1,0,1,0
Spencer Steer,CIN,Spencer Steer (CIN),22,77,89,10,0.345,0,0,0,0,0,0,101.05,52,145,0,1,0,1,0,1,1,1,0
Richie Palacios,TBR,Richie Palacios (TBR),8,63,60,9,0.333,0,0,0,0,0,0,360.89,342,342,0,0,0,0,0,0,1,1,0
Austin Hays,BAL,Austin Hays (BAL),18,74,68,4,0.319,0,0,0,0,0,0,342.41,198,360,0,0,0,0,0,0,1,1,0
TJ Friedl,CIN,TJ Friedl (CIN),13,66,65,18,0.34,0,0,0,0,0,0,262.9,126,360,0,0,0,0,0,0,1,1,0
Zack Gelof,OAK,Zack Gelof (OAK),16,68,65,21,0.307,0,0,0,0,0,0,125.98,93,168,0,0,1,0,0,1,0,1,0
Ryan Jeffers,MIN,Ryan Jeffers (MIN),14,39,44,1,0.317,0,0,0,0,0,0,263.26,165,357,1,0,0,0,0,0,0,1,0
Masataka Yoshida,BOS,Masataka Yoshida (BOS),16,67,74,5,0.356,0,0,0,0,0,0,190.01,141,257,0,0,0,0,0,0,1,1,0
Yainer Diaz,HOU,Yainer Diaz (HOU),18,52,68,1,0.299,0,0,0,0,0,0,106.92,85,150,1,0,0,0,0,0,0,1,0
Christopher Morel,CHC,Christopher Morel (CHC),26,77,82,10,0.309,0,0,0,0,0,0,175.45,123,212,0,0,0,0,0,0,1,1,0
Ceddanne Rafaela,BOS,Ceddanne Rafaela (BOS),15,76,76,20,0.3,0,0,0,0,0,0,274.73,182,360,0,0,0,0,0,0,1,1,0
Ty France,SEA,Ty France (SEA),15,74,70,1,0.341,0,0,0,0,0,0,344.41,244,359,0,1,0,0,0,1,0,1,0
Maikel Garcia,KCR,Maikel Garcia (KCR),6,72,55,20,0.317,0,0,0,0,0,0,194.43,135,266,0,0,0,1,0,1,0,1,0
Ezequiel Tovar,COL,Ezequiel Tovar (COL),17,75,76,11,0.3,0,0,0,0,0,0,191.68,120,240,0,0,0,0,1,1,0,1,0
Jordan Walker,STL,Jordan Walker (STL),27,67,84,10,0.338,0,0,0,0,0,0,116.47,73,216,0,0,0,0,0,0,1,1,0
Keibert Ruiz,WSN,Keibert Ruiz (WSN),17,53,60,2,0.32,0,0,0,0,0,0,181.76,150,237,1,0,0,0,0,0,0,1,0
Teoscar Hernández,LAD,Teoscar Hernandez (LAD),30,78,107,8,0.314,0,0,0,0,0,0,110.06,76,144,0,0,0,0,0,0,1,1,0
Mark Canha,DET,Mark Canha (DET),11,61,49,8,0.371,0,0,0,0,0,0,359.94,310,345,0,0,0,0,0,0,1,1,0
Brayan Rocchio,CLE,Brayan Rocchio (CLE),9,77,65,14,0.313,0,0,0,0,0,0,360.6,330,356,0,0,0,0,1,1,0,1,0
CJ Abrams,WSN,CJ Abrams (WSN),15,79,64,37,0.304,0,0,0,0,0,0,33.75,19,50,0,0,0,0,1,1,0,1,0
Alek Thomas,ARI,Alek Thomas (ARI),12,69,63,9,0.31,0,0,0,0,0,0,346.82,242,359,0,0,0,0,0,0,1,1,0
Oneil Cruz,PIT,Oneil Cruz (PIT),19,70,67,15,0.316,0,0,0,0,0,0,48.14,13,83,0,0,0,0,1,1,0,1,0
Sal Frelick,MIL,Sal Frelick (MIL),8,68,65,13,0.333,0,0,0,0,0,0,275.3,215,358,0,0,0,0,0,0,1,1,0
Matt Wallner,MIN,Matt Wallner (MIN),19,68,77,2,0.336,0,0,0,0,0,0,338.39,255,360,0,0,0,0,0,0,1,1,0
Zach Neto,LAA,Zach Neto (LAA),13,51,47,6,0.338,0,0,0,0,0,0,300.68,224,360,0,0,0,0,1,1,0,1,0
Alex Verdugo,NYY,Alex Verdugo (NYY),15,80,61,4,0.327,0,0,0,0,0,0,323.33,238,360,0,0,0,0,0,0,1,1,0
Josh Jung,TEX,Josh Jung (TEX),19,60,69,1,0.306,0,0,0,0,0,0,137.35,96,214,0,0,0,1,0,1,0,1,0
Dylan Carlson,STL,Dylan Carlson (STL),12,60,55,4,0.335,0,0,0,0,0,0,360.4,301,360,0,0,0,0,0,0,1,1,0
Kevin Kiermaier,TOR,Kevin Kiermaier (TOR),6,46,39,10,0.306,0,0,0,0,0,0,360.82,329,329,0,0,0,0,0,0,1,1,0
Nathaniel Lowe,TEX,Nathaniel Lowe (TEX),22,71,82,3,0.346,0,0,0,0,0,0,296.64,168,359,0,1,0,0,0,1,0,1,0
Jorge Polanco,SEA,Jorge Polanco (SEA),19,61,62,6,0.316,0,0,0,0,0,0,242.91,158,328,0,0,1,0,0,1,0,1,0
Tyler Black,MIL,Tyler Black (MIL),10,73,61,25,0.342,0,0,0,0,0,0,360.22,286,350,0,0,0,1,0,1,0,1,0
Christian Yelich,MIL,Christian Yelich (MIL),18,89,68,19,0.354,0,0,0,0,0,0,74.86,51,95,0,0,0,0,0,0,1,1,0
Jackson Chourio,MIL,Jackson Chourio (MIL),17,77,76,35,0.306,0,0,0,0,0,0,113.43,73,170,0,0,0,0,0,0,1,1,0
Yoán Moncada,CHW,Yoan Moncada (CHW),14,54,55,2,0.325,0,0,0,0,0,0,354.68,267,359,0,0,0,1,0,1,0,1,0
Lourdes Gurriel Jr.,ARI,Lourdes Gurriel Jr. (ARI),16,59,68,4,0.328,0,0,0,0,0,0,231.04,191,287,0,0,0,0,0,0,1,1,0
Josh Naylor,CLE,Josh Naylor (CLE),20,54,79,7,0.332,0,0,0,0,0,0,132.53,102,178,0,1,0,0,0,1,0,1,0
Eugenio Suárez,ARI,Eugenio Suarez (ARI),22,65,75,1,0.319,0,0,0,0,0,0,299.68,195,357,0,0,0,1,0,1,0,1,0
Triston Casas,BOS,Triston Casas (BOS),22,67,71,1,0.367,0,0,0,0,0,0,89.07,64,118,0,1,0,0,0,1,0,1,0
Mitch Garver,SEA,Mitch Garver (SEA),13,38,39,0,0.328,0,0,0,0,0,0,173.27,107,230,1,0,0,0,0,0,0,1,0
Colt Keith,DET,Colt Keith (DET),19,72,75,2,0.314,0,0,0,0,0,0,291.82,211,354,0,0,1,1,0,1,0,1,0
Shea Langeliers,OAK,Shea Langeliers (OAK),20,55,60,2,0.288,0,0,0,0,0,0,280.17,178,355,1,0,0,0,0,0,0,1,0
Wilmer Flores,SFG,Wilmer Flores (SFG),17,54,61,0,0.337,0,0,0,0,0,0,356.04,289,358,0,1,0,1,0,1,0,1,0
Taylor Ward,LAA,Taylor Ward (LAA),16,63,55,4,0.347,0,0,0,0,0,0,221.23,163,295,0,0,0,0,0,0,1,1,0
J.D. Davis,OAK,J.D. Davis (OAK),14,49,48,1,0.328,0,0,0,0,0,0,359.65,271,360,0,0,0,1,0,1,0,1,0
Jake Meyers,HOU,Jake Meyers (HOU),11,47,48,6,0.309,0,0,0,0,0,0,360.94,351,351,0,0,0,0,0,0,1,1,0
Travis d'Arnaud,ATL,Travis d'Arnaud (ATL),11,35,43,0,0.312,0,0,0,0,0,0,359.56,231,359,1,0,0,0,0,0,0,1,0
Brendan Donovan,STL,Brendan Donovan (STL),8,61,49,4,0.362,0,0,0,0,0,0,297.77,233,360,0,0,1,0,0,1,1,1,0
Thairo Estrada,SFG,Thairo Estrada (SFG),12,62,57,16,0.314,0,0,0,0,0,0,137.76,99,176,0,0,1,0,1,1,0,1,0
Esteury Ruiz,OAK,Esteury Ruiz (OAK),8,63,52,53,0.319,0,0,0,0,0,0,125.93,71,235,0,0,0,0,0,0,1,1,0
Tyler Stephenson,CIN,Tyler Stephenson (CIN),13,55,56,0,0.334,0,0,0,0,0,0,236.71,185,339,1,0,0,0,0,0,0,1,0
Pete Crow-Armstrong,CHC,Pete Crow-Armstrong (CHC),14,83,70,23,0.301,0,0,0,0,0,0,360.11,290,360,0,0,0,0,0,0,1,1,0
Kyle Schwarber,PHI,Kyle Schwarber (PHI),38,93,96,2,0.343,0,0,0,0,0,0,85.23,48,143,0,0,0,0,0,0,1,1,0
Jake McCarthy,ARI,Jake McCarthy (ARI),9,68,56,29,0.327,0,0,0,0,0,0,359.66,270,359,0,0,0,0,0,0,1,1,0
Colton Cowser,BAL,Colton Cowser (BAL),13,74,67,7,0.335,0,0,0,0,0,0,350.89,214,360,0,0,0,0,0,0,1,1,0
Brandon Marsh,PHI,Brandon Marsh (PHI),10,55,57,11,0.325,0,0,0,0,0,0,356.01,256,360,0,0,0,0,0,0,1,1,0
Brett Baty,NYM,Brett Baty (NYM),17,65,64,2,0.317,0,0,0,0,0,0,354.05,246,360,0,0,0,1,0,1,0,1,0
Salvador Perez,KCR,Salvador Perez (KCR),25,58,82,0,0.3,0,0,0,0,0,0,132.71,79,182,1,1,0,0,0,1,0,1,0
Wilyer Abreu,BOS,Wilyer Abreu (BOS),15,63,60,9,0.338,0,0,0,0,0,0,358.41,261,360,0,0,0,0,0,0,1,1,0
Justin Turner,TOR,Justin Turner (TOR),15,64,63,3,0.337,0,0,0,0,0,0,251.73,166,335,0,1,0,0,0,1,0,1,0
Jonathan India,CIN,Jonathan India (CIN),16,77,63,11,0.35,0,0,0,0,0,0,247.98,152,356,0,0,1,0,0,1,0,1,0
Mark Vientos,NYM,Mark Vientos (NYM),20,53,67,1,0.3,0,0,0,0,0,0,360.95,353,353,0,0,0,0,0,0,0,1,0
José Caballero,TBR,Jose Caballero (TBR),5,40,29,22,0.344,0,0,0,0,0,0,352.47,265,360,0,0,1,0,1,1,0,1,0
Eloy Jiménez,CHW,Eloy Jimenez (CHW),21,53,71,0,0.332,0,0,0,0,0,0,214.1,155,275,0,0,0,0,0,0,0,1,0
Marcell Ozuna,ATL,Marcell Ozuna (ATL),25,62,78,1,0.326,0,0,0,0,0,0,150.57,110,211,0,0,0,0,0,0,0,1,0
Victor Scott II,STL,Victor Scott II (STL),6,72,59,46,0.302,0,0,0,0,0,0,295.43,117,359,0,0,0,0,0,0,1,1,0
Vinnie Pasquantino,KCR,Vinnie Pasquantino (KCR),17,53,62,1,0.353,0,0,0,0,0,0,168.6,132,230,0,1,0,0,0,1,0,1,0
Jonathan Aranda,TBR,Jonathan Aranda (TBR),15,67,73,2,0.336,0,0,0,0,0,0,360.73,315,360,0,0,0,0,0,0,0,1,0
Jose Siri,TBR,Jose Siri (TBR),16,56,60,15,0.268,0,0,0,0,0,0,289.37,220,359,0,0,0,0,0,0,1,1,0
Joey Ortiz,MIL,Joey Ortiz (MIL),9,59,55,6,0.296,0,0,0,0,0,0,360.68,341,360,0,0,1,1,0,1,0,1,0
Andrew Benintendi,CHW,Andrew Benintendi (CHW),10,77,61,13,0.345,0,0,0,0,0,0,357.27,312,358,0,0,0,0,0,0,1,1,0
Jesús Sánchez,MIA,Jesus Sanchez (MIA),18,53,61,3,0.322,0,0,0,0,0,0,360.84,333,333,0,0,0,0,0,0,1,1,0
Gary Sánchez,MIL,Gary Sanchez (MIL),20,44,55,1,0.305,0,0,0,0,0,0,352.49,228,360,1,0,0,0,0,0,0,1,0
Henry Davis,PIT,Henry Davis (PIT),15,53,61,8,0.339,0,0,0,0,0,0,203.01,149,335,1,0,0,0,0,0,1,1,0
Kyle Isbel,KCR,Kyle Isbel (KCR),9,57,46,10,0.312,0,0,0,0,0,0,360.39,278,337,0,0,0,0,0,0,1,1,0
Alec Bohm,PHI,Alec Bohm (PHI),15,71,77,3,0.327,0,0,0,0,0,0,166.6,123,251,0,1,0,1,0,1,0,1,0
Brent Rooker,OAK,Brent Rooker (OAK),27,58,69,4,0.324,0,0,0,0,0,0,292.07,220,360,0,0,0,0,0,0,1,1,0
Jarren Duran,BOS,Jarren Duran (BOS),11,60,54,21,0.313,0,0,0,0,0,0,135.09,99,170,0,0,0,0,0,0,1,1,0
Amed Rosario,TBR,Amed Rosario (TBR),9,71,66,14,0.3,0,0,0,0,0,0,346.36,222,358,0,0,1,0,1,1,0,1,0
Austin Wells,NYY,Austin Wells (NYY),17,51,63,5,0.301,0,0,0,0,0,0,329.06,225,360,1,0,0,0,0,0,0,1,0
Ramón Laureano,CLE,Ramon Laureano (CLE),13,52,48,11,0.314,0,0,0,0,0,0,360.66,335,354,0,0,0,0,0,0,1,1,0
Geraldo Perdomo,ARI,Geraldo Perdomo (ARI),6,65,45,12,0.338,0,0,0,0,0,0,360.33,321,359,0,0,1,0,1,1,0,1,0
Orlando Arcia,ATL,Orlando Arcia (ATL),14,55,58,2,0.311,0,0,0,0,0,0,352.66,284,360,0,0,0,0,1,1,0,1,0
Jake Cronenworth,SDP,Jake Cronenworth (SDP),14,71,64,5,0.329,0,0,0,0,0,0,316.37,231,360,0,1,1,0,0,1,0,1,0
Luis Rengifo,LAA,Luis Rengifo (LAA),14,58,58,7,0.318,0,0,0,0,0,0,254.82,158,343,0,0,1,1,1,1,1,1,0
LaMonte Wade Jr.,SFG,LaMonte Wade Jr. (SFG),15,59,50,3,0.357,0,0,0,0,0,0,359.86,315,356,0,1,0,0,0,1,1,1,0
Ezequiel Duran,TEX,Ezequiel Duran (TEX),15,59,61,9,0.296,0,0,0,0,0,0,327.35,191,359,0,0,0,1,1,1,1,1,0
Nolan Schanuel,LAA,Nolan Schanuel (LAA),16,72,56,2,0.36,0,0,0,0,0,0,354.02,235,357,0,1,0,0,0,1,0,1,0
Brice Turang,MIL,Brice Turang (MIL),9,63,51,22,0.309,0,0,0,0,0,0,330.43,226,360,0,0,1,0,1,1,0,1,0
Christian Encarnacion-Strand,CIN,Christian Encarnacion-Strand (CIN),28,73,97,4,0.32,0,0,0,0,0,0,126.06,74,199,0,1,0,0,0,1,0,1,0
Heston Kjerstad,BAL,Heston Kjerstad (BAL),14,69,71,3,0.313,0,0,0,0,0,0,360.93,348,348,0,0,0,0,0,0,0,1,0
Andrew Vaughn,CHW,Andrew Vaughn (CHW),24,65,83,0,0.327,0,0,0,0,0,0,250.16,198,331,0,1,0,0,0,1,0,1,0
Parker Meadows,DET,Parker Meadows (DET),15,72,67,15,0.294,0,0,0,0,0,0,243.36,173,320,0,0,0,0,0,0,1,1,0
Jorge Mateo,BAL,Jorge Mateo (BAL),9,53,42,27,0.277,0,0,0,0,0,0,359.3,267,360,0,0,0,0,1,1,0,1,0
Jasson Domínguez,NYY,Jasson Dominguez (NYY),16,80,66,23,0.308,0,0,0,0,0,0,359.08,263,356,0,0,0,0,0,0,1,1,0
Rhys Hoskins,MIL,Rhys Hoskins (MIL),22,66,69,2,0.339,0,0,0,0,0,0,187.72,143,241,0,1,0,0,0,1,0,1,0
Jake Rogers,DET,Jake Rogers (DET),13,37,43,1,0.277,0,0,0,0,0,0,350.41,274,360,1,0,0,0,0,0,0,1,0
Iván Herrera,STL,Ivan Herrera (STL),8,47,44,4,0.331,0,0,0,0,0,0,360.4,302,357,1,0,0,0,0,0,0,1,0
Graham Pauley,SDP,Graham Pauley (SDP),14,72,67,10,0.308,0,0,0,0,0,0,360.95,358,360,0,0,0,1,0,1,0,1,0
Luis Matos,SFG,Luis Matos (SFG),12,64,56,10,0.325,0,0,0,0,0,0,360.9,350,354,0,0,0,0,0,0,1,1,0
Gio Urshela,DET,Gio Urshela (DET),8,41,42,2,0.321,0,0,0,0,0,0,360.95,353,353,0,1,0,1,0,1,0,1,0
Christian Vázquez,MIN,Christian Vazquez (MIN),6,36,36,2,0.293,0,0,0,0,0,0,360.9,343,343,1,0,0,0,0,0,0,1,0
Ryan Mountcastle,BAL,Ryan Mountcastle (BAL),23,66,79,3,0.313,0,0,0,0,0,0,256.06,181,331,0,1,0,0,0,1,0,1,0
Paul DeJong,CHW,Paul DeJong (CHW),18,49,51,4,0.279,0,0,0,0,0,0,360.61,313,341,0,0,0,0,1,1,0,1,0
Jackson Merrill,SDP,Jackson Merrill (SDP),12,63,55,8,0.29,0,0,0,0,0,0,270.46,181,359,0,0,0,0,1,1,1,1,0
Jorge Soler,SFG,Jorge Soler (SFG),25,63,75,1,0.325,0,0,0,0,0,0,164.77,109,234,0,0,0,0,0,0,1,1,0
Drew Waters,KCR,Drew Waters (KCR),12,61,49,16,0.312,0,0,0,0,0,0,360.9,344,344,0,0,0,0,0,0,1,1,0
Michael Massey,KCR,Michael Massey (KCR),15,57,60,6,0.304,0,0,0,0,0,0,360.9,344,344,0,0,1,0,0,1,0,1,0
Will Benson,CIN,Will Benson (CIN),15,69,58,18,0.338,0,0,0,0,0,0,255.59,161,338,0,0,0,0,0,0,1,1,0
Lane Thomas,WSN,Lane Thomas (WSN),22,81,76,14,0.316,0,0,0,0,0,0,108.93,80,140,0,0,0,0,0,0,1,1,0
Jared Triolo,PIT,Jared Triolo (PIT),5,55,46,11,0.321,0,0,0,0,0,0,360.43,321,340,0,0,1,1,0,1,0,1,0
Kyle Manzardo,CLE,Kyle Manzardo (CLE),13,53,50,0,0.334,0,0,0,0,0,0,359.35,316,359,0,1,0,0,0,1,0,1,0
Luis García Jr.,WSN,Luis Garcia Jr. (WSN),14,71,65,7,0.305,0,0,0,0,0,0,360.86,348,349,0,0,1,0,0,1,0,1,0
Luis Campusano,SDP,Luis Campusano (SDP),10,39,44,0,0.313,0,0,0,0,0,0,196.4,161,252,1,0,0,0,0,0,0,1,0
Josh Bell,MIA,Josh Bell (MIA),19,59,68,0,0.342,0,0,0,0,0,0,323.67,256,360,0,1,0,0,0,1,0,1,0
Joey Gallo,WSN,Joey Gallo (WSN),24,54,52,3,0.312,0,0,0,0,0,0,360.98,357,357,0,1,0,0,0,1,1,1,0
Brendan Rodgers,COL,Brendan Rodgers (COL),12,49,51,0,0.333,0,0,0,0,0,0,346.42,275,360,0,0,1,0,0,1,0,1,0
Noelvi Marte,CIN,Noelvi Marte (CIN),14,69,69,17,0.33,0,0,0,0,0,0,330.06,141,358,0,0,0,1,0,1,0,1,0
Gavin Lux,LAD,Gavin Lux (LAD),8,56,43,5,0.323,0,0,0,0,0,0,286.15,155,360,0,0,1,0,0,1,1,1,0
José Abreu,HOU,Jose Abreu (HOU),17,62,77,1,0.329,0,0,0,0,0,0,306.14,186,360,0,1,0,0,0,1,0,1,0
Junior Caminero,TBR,Junior Caminero (TBR),19,61,75,4,0.297,0,0,0,0,0,0,293.89,189,360,0,0,0,1,0,1,0,1,0
Michael A. Taylor,PIT,Michael A. Taylor (PIT),12,46,42,10,0.291,0,0,0,0,0,0,360.85,351,354,0,0,0,0,0,0,1,1,0
Javier Báez,DET,Javier Baez (DET),14,60,61,10,0.28,0,0,0,0,0,0,360.68,324,359,0,0,0,0,1,1,0,1,0
Freddy Fermin,KCR,Freddy Fermin (KCR),9,36,38,0,0.317,0,0,0,0,0,0,360.47,318,360,1,0,0,0,0,0,0,1,0
Tom Murphy,SFG,Tom Murphy (SFG),8,25,25,0,0.327,0,0,0,0,0,0,360.66,301,301,1,0,0,0,0,0,0,1,0
Starling Marte,NYM,Starling Marte (NYM),9,54,44,22,0.323,0,0,0,0,0,0,215.98,177,336,0,0,0,0,0,0,1,1,0
Kerry Carpenter,DET,Kerry Carpenter (DET),19,58,69,4,0.315,0,0,0,0,0,0,226.06,166,287,0,0,0,0,0,0,1,1,0
Michael Conforto,SFG,Michael Conforto (SFG),14,52,53,3,0.338,0,0,0,0,0,0,360.34,315,360,0,0,0,0,0,0,1,1,0
Tim Anderson,MIA,Tim Anderson (MIA),6,63,40,12,0.314,0,0,0,0,0,0,324.56,224,360,0,0,0,0,1,1,0,1,0
Jason Heyward,LAD,Jason Heyward (LAD),10,41,39,3,0.319,0,0,0,0,0,0,357.98,318,360,0,0,0,0,0,0,1,1,0
James Wood,WSN,James Wood (WSN),18,66,66,10,0.296,0,0,0,0,0,0,348.63,236,359,0,0,0,0,0,0,1,1,0
Cavan Biggio,TOR,Cavan Biggio (TOR),9,51,37,5,0.332,0,0,0,0,0,0,360.44,324,358,0,1,1,0,0,1,1,1,0
Zach McKinstry,DET,Zach McKinstry (DET),10,57,37,10,0.313,0,0,0,0,0,0,360.44,318,353,0,0,1,1,1,1,1,1,0
Anthony Rizzo,NYY,Anthony Rizzo (NYY),18,52,56,2,0.33,0,0,0,0,0,0,236.99,169,336,0,1,0,0,0,1,0,1,0
Victor Robles,WSN,Victor Robles (WSN),6,45,34,14,0.324,0,0,0,0,0,0,360.81,329,359,0,0,0,0,0,0,1,1,0
Chris Taylor,LAD,Chris Taylor (LAD),13,54,52,12,0.32,0,0,0,0,0,0,355.98,213,360,0,0,0,1,1,1,1,1,0
Jake Fraley,CIN,Jake Fraley (CIN),13,42,55,15,0.341,0,0,0,0,0,0,300.05,157,359,0,0,0,0,0,0,1,1,0
Bryan De La Cruz,MIA,Bryan De La Cruz (MIA),17,61,68,4,0.319,0,0,0,0,0,0,303.82,224,359,0,0,0,0,0,0,1,1,0
Garrett Mitchell,MIL,Garrett Mitchell (MIL),6,39,37,13,0.323,0,0,0,0,0,0,347.91,246,360,0,0,0,0,0,0,1,1,0
Ryan Noda,OAK,Ryan Noda (OAK),17,60,51,4,0.331,0,0,0,0,0,0,359.91,286,346,0,1,0,0,0,1,0,1,0
Luisangel Acuña,NYM,Luisangel Acuna (NYM),7,72,52,31,0.292,0,0,0,0,0,0,360.82,330,330,0,0,0,0,1,1,0,1,0
