Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Woo-Suk Go,SDP,Woo-Suk Go (SDP),0,0,0,0,0,3,2,8,52,1.35,3.86,360.93,349,349,0,0,0,0,0,0,0,0,1
John Brebbia,CHW,John Brebbia (CHW),0,0,0,0,0,3,10,13,58,1.28,4.22,357.55,267,360,0,0,0,0,0,0,0,0,1
Bowden Francis,TOR,Bowden Francis (TOR),0,0,0,0,0,4,0,1,70,1.24,4.31,355.88,255,357,0,0,0,0,0,0,0,0,1
Tommy Henry,ARI,Tommy Henry (ARI),0,0,0,0,0,3,0,1,47,1.42,4.67,360.9,343,343,0,0,0,0,0,0,0,0,1
Héctor Neris,CHC,Hector Neris (CHC),0,0,0,0,0,4,6,17,74,1.26,3.81,348.31,231,360,0,0,0,0,0,0,0,0,1
Tom Cosgrove,SDP,Tom Cosgrove (SDP),0,0,0,0,0,2,1,9,56,1.25,3.79,360.97,355,355,0,0,0,0,0,0,0,0,1
José Leclerc,TEX,Jose Leclerc (TEX),0,0,0,0,0,2,21,5,69,1.32,3.94,181.24,114,257,0,0,0,0,0,0,0,0,1
Ryan Weathers,MIA,Ryan Weathers (MIA),0,0,0,0,0,3,0,4,63,1.45,4.9,349.45,258,358,0,0,0,0,0,0,0,0,1
Kyle Finnegan,WSN,Kyle Finnegan (WSN),0,0,0,0,0,4,20,9,67,1.32,4.05,237.33,146,336,0,0,0,0,0,0,0,0,1
Robert Suarez,SDP,Robert Suarez (SDP),0,0,0,0,0,4,23,5,67,1.22,3.75,176.51,89,275,0,0,0,0,0,0,0,0,1
Hurston Waldrep,ATL,Hurston Waldrep (ATL),0,0,0,0,0,1,0,1,32,1.41,4.29,360.97,356,356,0,0,0,0,0,0,0,0,1
Lucas Erceg,OAK,Lucas Erceg (OAK),0,0,0,0,0,3,4,12,76,1.45,4.16,360.25,230,360,0,0,0,0,0,0,0,0,1
Daniel Hudson,LAD,Daniel Hudson (LAD),0,0,0,0,0,3,2,7,51,1.21,3.57,334.76,242,357,0,0,0,0,0,0,0,0,1
Will Smith,KCR,Will Smith (KCR),0,0,0,0,0,2,15,10,60,1.31,4.44,255.7,159,329,0,0,0,0,0,0,0,0,1
Shelby Miller,DET,Shelby Miller (DET),0,0,0,0,0,3,3,7,54,1.32,4.05,360.49,328,358,0,0,0,0,0,0,0,0,1
Cade Horton,CHC,Cade Horton (CHC),0,0,0,0,0,1,0,0,19,1.32,4.62,360.77,338,355,0,0,0,0,0,0,0,0,1
Justin Lawrence,COL,Justin Lawrence (COL),0,0,0,0,0,3,15,8,65,1.49,4.54,344.17,221,360,0,0,0,0,0,0,0,0,1
Paul Sewald,ARI,Paul Sewald (ARI),0,0,0,0,0,2,19,2,49,1.18,3.69,122.14,61,344,0,0,0,0,0,0,0,0,1
Carlos Estévez,LAA,Carlos Estevez (LAA),0,0,0,0,0,3,20,5,68,1.35,4.28,195.8,118,257,0,0,0,0,0,0,0,0,1
Devin Williams,MIL,Devin Williams (MIL),0,0,0,0,0,2,12,3,40,1.21,3.02,251.46,37,360,0,0,0,0,0,0,0,0,1
Alex Lange,DET,Alex Lange (DET),0,0,0,0,0,4,21,6,74,1.39,3.96,186.09,92,248,0,0,0,0,0,0,0,0,1
Dany Jiménez,OAK,Dany Jimenez (OAK),0,0,0,0,0,2,7,12,56,1.35,4.14,360.51,290,346,0,0,0,0,0,0,0,0,1
Adam Ottavino,NYM,Adam Ottavino (NYM),0,0,0,0,0,3,3,15,64,1.31,3.94,360.94,351,351,0,0,0,0,0,0,0,0,1
Prelander Berroa,CHW,Prelander Berroa (CHW),0,0,0,0,0,1,2,5,37,1.42,4.2,360.96,354,354,0,0,0,0,0,0,0,0,1
Emerson Hancock,SEA,Emerson Hancock (SEA),0,0,0,0,0,4,0,1,56,1.35,4.68,360.55,302,341,0,0,0,0,0,0,0,0,1
Ronel Blanco,HOU,Ronel Blanco (HOU),0,0,0,0,0,5,0,2,80,1.39,4.59,360.35,307,357,0,0,0,0,0,0,0,0,1
Seranthony Domínguez,PHI,Seranthony Dominguez (PHI),0,0,0,0,0,5,6,15,61,1.32,3.98,360.9,352,353,0,0,0,0,0,0,0,0,1
Michael Kopech,CHW,Michael Kopech (CHW),0,0,0,0,0,3,10,8,71,1.33,4.39,313.26,177,360,0,0,0,0,0,0,0,0,1
Tyler Matzek,ATL,Tyler Matzek (ATL),0,0,0,0,0,3,0,10,50,1.43,4.19,360.93,349,349,0,0,0,0,0,0,0,0,1
Jordan Leasure,CHW,Jordan Leasure (CHW),0,0,0,0,0,2,7,10,59,1.37,4.47,359.52,315,359,0,0,0,0,0,0,0,0,1
Colin Rea,MIL,Colin Rea (MIL),0,0,0,0,0,7,0,0,113,1.28,4.64,360.55,307,352,0,0,0,0,0,0,0,0,1
Logan Allen,ARI,Logan Allen (ARI),0,0,0,0,0,1,0,1,13,1.5,4.81,360.76,318,318,0,0,0,0,0,0,0,0,1
Lucas Giolito,BOS,Lucas Giolito (BOS),0,0,0,0,0,0,0,0,0,0,0,349.16,180,293,0,0,0,0,0,0,0,0,1
Trevor Bauer,FA,Trevor Bauer (FA),0,0,0,0,0,0,0,0,0,0,0,360.34,335,360,0,0,0,0,0,0,0,0,1
Jackson Jobe,DET,Jackson Jobe (DET),0,0,0,0,0,0,0,0,0,0,0,360.59,302,360,0,0,0,0,0,0,0,0,1
