Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Mark Canha,DET,Mark Canha (DET),12,58,55,7,0.351,0,0,0,0,0,0,359.94,310,345,0,0,0,0,0,0,1,1,0
Justin Turner,TOR,Justin Turner (TOR),15,59,64,3,0.327,0,0,0,0,0,0,251.73,166,335,0,1,0,0,0,1,0,1,0
Kyle Isbel,KCR,Kyle Isbel (KCR),10,54,45,12,0.3,0,0,0,0,0,0,360.39,278,337,0,0,0,0,0,0,1,1,0
Eloy Jiménez,CHW,Eloy Jimenez (CHW),22,58,71,0,0.327,0,0,0,0,0,0,214.1,155,275,0,0,0,0,0,0,0,1,0
Brayan Rocchio,CLE,Brayan Rocchio (CLE),6,51,43,11,0.307,0,0,0,0,0,0,360.6,330,356,0,0,0,0,1,1,0,1,0
MJ Melendez,KCR,MJ Melendez (KCR),20,70,65,5,0.329,0,0,0,0,0,0,279.78,233,357,0,0,0,0,0,0,1,1,0
Luis Campusano,SDP,Luis Campusano (SDP),13,49,54,0,0.314,0,0,0,0,0,0,196.4,161,252,1,0,0,0,0,0,0,1,0
Jared Triolo,PIT,Jared Triolo (PIT),7,52,41,12,0.33,0,0,0,0,0,0,360.43,321,340,0,0,1,1,0,1,0,1,0
Chris Taylor,LAD,Chris Taylor (LAD),13,50,48,11,0.315,0,0,0,0,0,0,355.98,213,360,0,0,0,1,1,1,1,1,0
Jon Berti,NYY,Jon Berti (NYY),6,43,29,21,0.327,0,0,0,0,0,0,360.22,325,359,0,0,0,1,1,1,0,1,0
Travis d'Arnaud,ATL,Travis d'Arnaud (ATL),11,39,43,0,0.306,0,0,0,0,0,0,359.56,231,359,1,0,0,0,0,0,0,1,0
Kerry Carpenter,DET,Kerry Carpenter (DET),23,66,72,5,0.319,0,0,0,0,0,0,226.06,166,287,0,0,0,0,0,0,1,1,0
Bryan De La Cruz,MIA,Bryan De La Cruz (MIA),19,62,67,4,0.315,0,0,0,0,0,0,303.82,224,359,0,0,0,0,0,0,1,1,0
Freddy Fermin,KCR,Freddy Fermin (KCR),7,23,25,0,0.314,0,0,0,0,0,0,360.47,318,360,1,0,0,0,0,0,0,1,0
Brice Turang,MIL,Brice Turang (MIL),8,53,44,22,0.31,0,0,0,0,0,0,330.43,226,360,0,0,1,0,1,1,0,1,0
Jake Meyers,HOU,Jake Meyers (HOU),10,44,40,6,0.299,0,0,0,0,0,0,360.94,351,351,0,0,0,0,0,0,1,1,0
Johan Rojas,PHI,Johan Rojas (PHI),5,43,34,22,0.302,0,0,0,0,0,0,354.32,214,357,0,0,0,0,0,0,1,1,0
Junior Caminero,TBR,Junior Caminero (TBR),11,36,40,3,0.318,0,0,0,0,0,0,293.89,189,360,0,0,0,1,0,1,0,1,0
Brent Rooker,OAK,Brent Rooker (OAK),24,60,67,4,0.311,0,0,0,0,0,0,292.07,220,360,0,0,0,0,0,0,1,1,0
Will Benson,CIN,Will Benson (CIN),14,60,46,18,0.334,0,0,0,0,0,0,255.59,161,338,0,0,0,0,0,0,1,1,0
Michael Massey,KCR,Michael Massey (KCR),13,46,50,6,0.298,0,0,0,0,0,0,360.9,344,344,0,0,1,0,0,1,0,1,0
LaMonte Wade Jr.,SFG,LaMonte Wade Jr. (SFG),16,58,51,3,0.345,0,0,0,0,0,0,359.86,315,356,0,1,0,0,0,1,1,1,0
Willi Castro,MIN,Willi Castro (MIN),9,53,39,23,0.311,0,0,0,0,0,0,307.36,222,358,0,0,0,1,0,1,1,1,0
Ramón Laureano,CLE,Ramon Laureano (CLE),14,56,50,13,0.309,0,0,0,0,0,0,360.66,335,354,0,0,0,0,0,0,1,1,0
Tim Anderson,MIA,Tim Anderson (MIA),7,63,45,15,0.315,0,0,0,0,0,0,324.56,224,360,0,0,0,0,1,1,0,1,0
Esteury Ruiz,OAK,Esteury Ruiz (OAK),7,55,37,50,0.31,0,0,0,0,0,0,125.93,71,235,0,0,0,0,0,0,1,1,0
Anthony Rizzo,NYY,Anthony Rizzo (NYY),22,67,67,3,0.33,0,0,0,0,0,0,236.99,169,336,0,1,0,0,0,1,0,1,0
Gio Urshela,DET,Gio Urshela (DET),7,33,35,2,0.319,0,0,0,0,0,0,360.95,353,353,0,1,0,1,0,1,0,1,0
Iván Herrera,STL,Ivan Herrera (STL),4,23,21,2,0.343,0,0,0,0,0,0,360.4,302,357,1,0,0,0,0,0,0,1,0
Andrew Vaughn,CHW,Andrew Vaughn (CHW),21,65,74,0,0.318,0,0,0,0,0,0,250.16,198,331,0,1,0,0,0,1,0,1,0
Ceddanne Rafaela,BOS,Ceddanne Rafaela (BOS),12,59,53,18,0.294,0,0,0,0,0,0,274.73,182,360,0,0,0,0,0,0,1,1,0
Luis García Jr.,WSN,Luis Garcia Jr. (WSN),10,52,49,7,0.312,0,0,0,0,0,0,360.86,348,349,0,0,1,0,0,1,0,1,0
Wilmer Flores,SFG,Wilmer Flores (SFG),14,46,49,0,0.33,0,0,0,0,0,0,356.04,289,358,0,1,0,1,0,1,0,1,0
René Pinto,TBR,Rene Pinto (TBR),13,34,42,1,0.267,0,0,0,0,0,0,357.12,254,360,1,0,0,0,0,0,0,1,0
Joc Pederson,ARI,Joc Pederson (ARI),18,55,58,1,0.343,0,0,0,0,0,0,360.17,313,355,0,0,0,0,0,0,1,1,0
Joey Ortiz,MIL,Joey Ortiz (MIL),6,41,38,5,0.306,0,0,0,0,0,0,360.68,341,360,0,0,1,1,0,1,0,1,0
Jackson Merrill,SDP,Jackson Merrill (SDP),11,57,55,10,0.303,0,0,0,0,0,0,270.46,181,359,0,0,0,0,1,1,1,1,0
Andrew Benintendi,CHW,Andrew Benintendi (CHW),8,67,50,11,0.334,0,0,0,0,0,0,357.27,312,358,0,0,0,0,0,0,1,1,0
Dylan Carlson,STL,Dylan Carlson (STL),8,38,34,3,0.332,0,0,0,0,0,0,360.4,301,360,0,0,0,0,0,0,1,1,0
Amed Rosario,TBR,Amed Rosario (TBR),6,47,40,10,0.308,0,0,0,0,0,0,346.36,222,358,0,0,1,0,1,1,0,1,0
Nelson Velázquez,KCR,Nelson Velazquez (KCR),23,50,54,6,0.303,0,0,0,0,0,0,315.68,206,356,0,0,0,0,0,0,1,1,0
Jake Fraley,CIN,Jake Fraley (CIN),16,56,59,18,0.337,0,0,0,0,0,0,300.05,157,359,0,0,0,0,0,0,1,1,0
Connor Wong,BOS,Connor Wong (BOS),11,43,39,6,0.288,0,0,0,0,0,0,350.55,204,360,1,0,0,0,0,0,0,1,0
Starling Marte,NYM,Starling Marte (NYM),11,61,49,26,0.319,0,0,0,0,0,0,215.98,177,336,0,0,0,0,0,0,1,1,0
José Caballero,TBR,Jose Caballero (TBR),5,34,25,21,0.328,0,0,0,0,0,0,352.47,265,360,0,0,1,0,1,1,0,1,0
Alex Kirilloff,MIN,Alex Kirilloff (MIN),13,45,49,2,0.331,0,0,0,0,0,0,341.96,247,359,0,1,0,0,0,1,1,1,0
Jackson Chourio,MIL,Jackson Chourio (MIL),16,64,63,22,0.3,0,0,0,0,0,0,113.43,73,170,0,0,0,0,0,0,1,1,0
Jordan Lawlar,ARI,Jordan Lawlar (ARI),6,34,26,11,0.315,0,0,0,0,0,0,356.33,283,360,0,0,0,0,1,1,0,1,0
Pete Crow-Armstrong,CHC,Pete Crow-Armstrong (CHC),6,33,27,13,0.308,0,0,0,0,0,0,360.11,290,360,0,0,0,0,0,0,1,1,0
Javier Báez,DET,Javier Baez (DET),14,60,60,11,0.284,0,0,0,0,0,0,360.68,324,359,0,0,0,0,1,1,0,1,0
Michael A. Taylor,PIT,Michael A. Taylor (PIT),13,47,46,10,0.291,0,0,0,0,0,0,360.85,351,354,0,0,0,0,0,0,1,1,0
Michael Conforto,SFG,Michael Conforto (SFG),14,55,55,3,0.34,0,0,0,0,0,0,360.34,315,360,0,0,0,0,0,0,1,1,0
José Abreu,HOU,Jose Abreu (HOU),18,68,79,0,0.324,0,0,0,0,0,0,306.14,186,360,0,1,0,0,0,1,0,1,0
Cavan Biggio,TOR,Cavan Biggio (TOR),9,48,38,5,0.328,0,0,0,0,0,0,360.44,324,358,0,1,1,0,0,1,1,1,0
Jesús Sánchez,MIA,Jesus Sanchez (MIA),17,52,56,3,0.316,0,0,0,0,0,0,360.84,333,333,0,0,0,0,0,0,1,1,0
Brett Baty,NYM,Brett Baty (NYM),13,51,49,2,0.309,0,0,0,0,0,0,354.05,246,360,0,0,0,1,0,1,0,1,0
Josh Bell,MIA,Josh Bell (MIA),21,69,73,0,0.338,0,0,0,0,0,0,323.67,256,360,0,1,0,0,0,1,0,1,0
Tom Murphy,SFG,Tom Murphy (SFG),8,23,23,0,0.316,0,0,0,0,0,0,360.66,301,301,1,0,0,0,0,0,0,1,0
Christian Vázquez,MIN,Christian Vazquez (MIN),5,28,28,2,0.291,0,0,0,0,0,0,360.9,343,343,1,0,0,0,0,0,0,1,0
Mitch Haniger,SEA,Mitch Haniger (SEA),19,55,59,1,0.301,0,0,0,0,0,0,335.01,240,357,0,0,0,0,0,0,1,1,0
Wilyer Abreu,BOS,Wilyer Abreu (BOS),11,44,40,8,0.331,0,0,0,0,0,0,358.41,261,360,0,0,0,0,0,0,1,1,0
Jason Heyward,LAD,Jason Heyward (LAD),11,44,40,3,0.316,0,0,0,0,0,0,357.98,318,360,0,0,0,0,0,0,1,1,0
Garrett Mitchell,MIL,Garrett Mitchell (MIL),8,44,36,12,0.311,0,0,0,0,0,0,347.91,246,360,0,0,0,0,0,0,1,1,0
Isiah Kiner-Falefa,TOR,Isiah Kiner-Falefa (TOR),4,40,32,14,0.311,0,0,0,0,0,0,360.36,324,341,0,0,0,1,0,1,1,1,0
Hunter Renfroe,KCR,Hunter Renfroe (KCR),20,56,61,1,0.305,0,0,0,0,0,0,356.15,202,359,0,0,0,0,0,0,1,1,0
Jorge Mateo,BAL,Jorge Mateo (BAL),5,31,22,17,0.281,0,0,0,0,0,0,359.3,267,360,0,0,0,0,1,1,0,1,0
Jarred Kelenic,ATL,Jarred Kelenic (ATL),14,55,52,12,0.315,0,0,0,0,0,0,253.65,93,359,0,0,0,0,0,0,1,1,0
Ryan O'Hearn,BAL,Ryan O'Hearn (BAL),15,45,53,3,0.308,0,0,0,0,0,0,359.38,281,357,0,1,0,0,0,1,1,1,0
Zach McKinstry,DET,Zach McKinstry (DET),7,40,31,10,0.307,0,0,0,0,0,0,360.44,318,353,0,0,1,1,1,1,1,1,0
Noelvi Marte,CIN,Noelvi Marte (CIN),6,26,24,7,0.328,0,0,0,0,0,0,330.06,141,358,0,0,0,1,0,1,0,1,0
Nick Castellanos,PHI,Nick Castellanos (PHI),24,74,85,8,0.308,0,0,0,0,0,0,110.05,64,150,0,0,0,0,0,0,1,1,0
J.D. Martinez,NYM,J.D. Martinez (NYM),22,59,71,1,0.315,0,0,0,0,0,0,257.47,149,333,0,0,0,0,0,0,0,1,0
Matt McLain,CIN,Matt McLain (CIN),5,17,16,4,0.337,0,0,0,0,0,0,185.99,37,358,0,0,1,0,1,1,0,1,0
Jake McCarthy,ARI,Jake McCarthy (ARI),3,31,21,17,0.325,0,0,0,0,0,0,359.66,270,359,0,0,0,0,0,0,1,1,0
Ezequiel Duran,TEX,Ezequiel Duran (TEX),9,35,32,6,0.302,0,0,0,0,0,0,327.35,191,359,0,0,0,1,1,1,1,1,0
Victor Robles,WSN,Victor Robles (WSN),6,41,29,15,0.313,0,0,0,0,0,0,360.81,329,359,0,0,0,0,0,0,1,1,0
Colson Montgomery,CHW,Colson Montgomery (CHW),5,22,20,1,0.323,0,0,0,0,0,0,360.95,353,353,0,0,0,0,1,1,0,1,0
Elias Díaz,COL,Elias Diaz (COL),13,46,54,1,0.306,0,0,0,0,0,0,270.51,190,351,1,0,0,0,0,0,0,1,0
Mauricio Dubón,HOU,Mauricio Dubon (HOU),6,39,32,5,0.301,0,0,0,0,0,0,360.73,313,313,0,0,1,0,0,1,1,1,0
Giancarlo Stanton,NYY,Giancarlo Stanton (NYY),27,56,72,0,0.31,0,0,0,0,0,0,247.91,154,329,0,0,0,0,0,0,1,1,0
Gary Sánchez,MIL,Gary Sanchez (MIL),14,32,40,1,0.297,0,0,0,0,0,0,352.49,228,360,1,0,0,0,0,0,0,1,0
Colton Cowser,BAL,Colton Cowser (BAL),8,41,33,5,0.33,0,0,0,0,0,0,350.89,214,360,0,0,0,0,0,0,1,1,0
Enrique Hernández,LAD,Enrique Hernandez (LAD),9,42,42,2,0.299,0,0,0,0,0,0,360.97,358,359,0,0,1,0,1,1,1,1,0
Dominic Canzone,SEA,Dominic Canzone (SEA),11,39,41,4,0.297,0,0,0,0,0,0,360.41,329,354,0,0,0,0,0,0,1,1,0
Brenton Doyle,COL,Brenton Doyle (COL),14,56,50,20,0.277,0,0,0,0,0,0,351.63,272,360,0,0,0,0,0,0,1,1,0
Luis Matos,SFG,Luis Matos (SFG),6,36,31,10,0.322,0,0,0,0,0,0,360.9,350,354,0,0,0,0,0,0,1,1,0
Paul DeJong,CHW,Paul DeJong (CHW),13,37,40,4,0.269,0,0,0,0,0,0,360.61,313,341,0,0,0,0,1,1,0,1,0
Jasson Domínguez,NYY,Jasson Dominguez (NYY),5,24,20,7,0.32,0,0,0,0,0,0,359.08,263,356,0,0,0,0,0,0,1,1,0
Lawrence Butler,OAK,Lawrence Butler (OAK),11,40,40,8,0.288,0,0,0,0,0,0,360.55,331,358,0,0,0,0,0,0,1,1,0
Kyle Manzardo,CLE,Kyle Manzardo (CLE),11,38,41,1,0.314,0,0,0,0,0,0,359.35,316,359,0,1,0,0,0,1,0,1,0
Kris Bryant,COL,Kris Bryant (COL),17,63,55,2,0.34,0,0,0,0,0,0,252.18,171,309,0,0,0,0,0,0,1,1,0
Michael Busch,CHC,Michael Busch (CHC),12,45,44,3,0.315,0,0,0,0,0,0,337.55,224,360,0,1,0,1,0,1,0,1,0
Victor Scott II,STL,Victor Scott II (STL),3,28,20,16,0.298,0,0,0,0,0,0,295.43,117,359,0,0,0,0,0,0,1,1,0
Joey Gallo,WSN,Joey Gallo (WSN),19,45,47,2,0.308,0,0,0,0,0,0,360.98,357,357,0,1,0,0,0,1,1,1,0
Drew Waters,KCR,Drew Waters (KCR),5,21,17,7,0.306,0,0,0,0,0,0,360.9,344,344,0,0,0,0,0,0,1,1,0
Carlos Santana,MIN,Carlos Santana (MIN),15,55,58,3,0.322,0,0,0,0,0,0,360.71,339,358,0,1,0,0,0,1,0,1,0
Tyler Black,MIL,Tyler Black (MIL),4,23,18,9,0.337,0,0,0,0,0,0,360.22,286,350,0,0,0,1,0,1,0,1,0
Whit Merrifield,PHI,Whit Merrifield (PHI),7,50,43,17,0.307,0,0,0,0,0,0,284.42,191,359,0,0,1,0,0,1,1,1,0
Edward Olivares,PIT,Edward Olivares (PIT),8,35,30,8,0.316,0,0,0,0,0,0,360.77,341,354,0,0,0,0,0,0,1,1,0
Coby Mayo,BAL,Coby Mayo (BAL),4,14,14,1,0.318,0,0,0,0,0,0,359.77,296,360,0,0,0,1,0,1,0,1,0
Heston Kjerstad,BAL,Heston Kjerstad (BAL),5,18,18,1,0.316,0,0,0,0,0,0,360.93,348,348,0,0,0,0,0,0,0,1,0
Rowdy Tellez,PIT,Rowdy Tellez (PIT),18,44,58,1,0.315,0,0,0,0,0,0,360.89,342,342,0,1,0,0,0,1,0,1,0
Liover Peguero,PIT,Liover Peguero (PIT),6,26,24,7,0.291,0,0,0,0,0,0,360.66,332,352,0,0,1,0,1,1,0,1,0
Harold Ramírez,TBR,Harold Ramirez (TBR),7,34,39,3,0.323,0,0,0,0,0,0,360.77,325,357,0,0,0,0,0,0,0,1,0
Sean Bouchard,COL,Sean Bouchard (COL),7,25,23,3,0.337,0,0,0,0,0,0,360.7,342,345,0,0,0,0,0,0,1,1,0
Mark Vientos,NYM,Mark Vientos (NYM),11,29,34,1,0.294,0,0,0,0,0,0,360.95,353,353,0,0,0,0,0,0,0,1,0
Andrew McCutchen,PIT,Andrew McCutchen (PIT),12,53,48,8,0.342,0,0,0,0,0,0,360.84,340,353,0,0,0,0,0,0,0,1,0
Jonathan Aranda,TBR,Jonathan Aranda (TBR),7,29,30,1,0.332,0,0,0,0,0,0,360.73,315,360,0,0,0,0,0,0,0,1,0
Adalberto Mondesi,BOS,Adalberto Mondesi (BOS),5,25,18,14,0.264,0,0,0,0,0,0,360.79,324,324,0,0,0,0,1,1,0,1,0
Adam Duvall,ATL,Adam Duvall (ATL),14,35,41,2,0.281,0,0,0,0,0,0,359.69,319,356,0,0,0,0,0,0,1,1,0
Blake Sabol,SFG,Blake Sabol (SFG),3,12,12,1,0.292,0,0,0,0,0,0,360.91,349,358,1,0,0,0,0,0,1,1,0
Richie Palacios,TBR,Richie Palacios (TBR),4,24,22,5,0.32,0,0,0,0,0,0,360.89,342,342,0,0,0,0,0,0,1,1,0
Mickey Moniak,LAA,Mickey Moniak (LAA),14,42,45,6,0.276,0,0,0,0,0,0,358.3,294,360,0,0,0,0,0,0,1,1,0
Miguel Andujar,OAK,Miguel Andujar (OAK),5,20,22,3,0.303,0,0,0,0,0,0,360.81,331,358,0,0,0,0,0,0,1,1,0
Blaze Alexander,ARI,Blaze Alexander (ARI),2,9,8,1,0.297,0,0,0,0,0,0,360.74,315,315,0,0,0,0,1,1,0,1,0
Jurickson Profar,SDP,Jurickson Profar (SDP),9,50,42,3,0.322,0,0,0,0,0,0,360.8,326,326,0,0,0,0,0,0,1,1,0
Trey Lipscomb,WSN,Trey Lipscomb (WSN),3,14,15,2,0.276,0,0,0,0,0,0,360.28,235,235,0,0,0,1,0,1,0,1,0
James Wood,WSN,James Wood (WSN),5,17,17,3,0.302,0,0,0,0,0,0,348.63,236,359,0,0,0,0,0,0,1,1,0
Graham Pauley,SDP,Graham Pauley (SDP),5,22,21,4,0.31,0,0,0,0,0,0,360.95,358,360,0,0,0,1,0,1,0,1,0
Luisangel Acuña,NYM,Luisangel Acuna (NYM),0,3,2,1,0.293,0,0,0,0,0,0,360.82,330,330,0,0,0,0,1,1,0,1,0
Jacob Hurtubise,CIN,Jacob Hurtubise (CIN),0,3,2,1,0.346,0,0,0,0,0,0,360.81,339,350,0,0,0,0,0,0,1,1,0
Charlie Blackmon,COL,Charlie Blackmon (COL),10,59,51,4,0.34,0,0,0,0,0,0,359.38,297,354,0,0,0,0,0,0,1,1,0
Chase DeLauter,CLE,Chase DeLauter (CLE),2,13,13,1,0.299,0,0,0,0,0,0,358.81,82,357,0,0,0,0,0,0,1,1,0
Forrest Wall,ATL,Forrest Wall (ATL),1,8,5,6,0.296,0,0,0,0,0,0,360.94,353,358,0,0,0,0,0,0,1,1,0
Dylan Crews,WSN,Dylan Crews (WSN),3,16,15,3,0.291,0,0,0,0,0,0,358.71,254,358,0,0,0,0,0,0,1,1,0
Eddie Rosario,WSN,Eddie Rosario (WSN),12,41,46,4,0.294,0,0,0,0,0,0,360.17,332,360,0,0,0,0,0,0,1,1,0
Elehuris Montero,COL,Elehuris Montero (COL),17,52,57,1,0.308,0,0,0,0,0,0,359.97,299,360,0,1,0,0,0,1,0,1,0
Tyler Wade,SDP,Tyler Wade (SDP),1,14,8,7,0.292,0,0,0,0,0,0,360.91,345,345,0,0,0,1,1,1,0,1,0
José Azocar,SDP,Jose Azocar (SDP),3,25,19,11,0.278,0,0,0,0,0,0,360.98,357,357,0,0,0,0,0,0,1,1,0
Joey Meneses,WSN,Joey Meneses (WSN),13,57,63,1,0.308,0,0,0,0,0,0,358.64,294,360,0,0,0,0,0,0,0,1,0
Luke Raley,SEA,Luke Raley (SEA),16,48,47,10,0.308,0,0,0,0,0,0,345.22,228,359,0,1,0,0,0,1,1,1,0
Tommy Pham,FA,Tommy Pham (FA),10,45,40,11,0.326,0,0,0,0,0,0,354.57,250,360,0,0,0,0,0,0,1,1,0
Spencer Jones,NYY,Spencer Jones (NYY),0,0,0,0,0,0,0,0,0,0,0,360.44,311,313,0,0,0,0,0,0,1,1,0
Spencer Strider,ATL,Spencer Strider (ATL),0,0,0,0,0,15,0,0,248,1.08,3.38,4.77,1,12,0,0,0,0,0,0,0,0,1
Zack Wheeler,PHI,Zack Wheeler (PHI),0,0,0,0,0,13,0,0,191,1.11,3.51,23.79,11,33,0,0,0,0,0,0,0,0,1
Kevin Gausman,TOR,Kevin Gausman (TOR),0,0,0,0,0,12,0,0,208,1.15,3.42,42.46,25,70,0,0,0,0,0,0,0,0,1
Logan Webb,SFG,Logan Webb (SFG),0,0,0,0,0,12,0,0,170,1.17,3.44,50.11,36,68,0,0,0,0,0,0,0,0,1
Aaron Nola,PHI,Aaron Nola (PHI),0,0,0,0,0,12,0,0,195,1.12,3.89,56.64,38,81,0,0,0,0,0,0,0,0,1
Pablo López,MIN,Pablo Lopez (MIN),0,0,0,0,0,12,0,0,200,1.14,3.53,36.1,25,48,0,0,0,0,0,0,0,0,1
Tarik Skubal,DET,Tarik Skubal (DET),0,0,0,0,0,10,0,0,178,1.12,3.44,41.2,25,53,0,0,0,0,0,0,0,0,1
George Kirby,SEA,George Kirby (SEA),0,0,0,0,0,12,0,0,170,1.09,3.57,34.85,23,47,0,0,0,0,0,0,0,0,1
Zach Eflin,TBR,Zach Eflin (TBR),0,0,0,0,0,11,0,0,160,1.11,3.65,73.55,54,99,0,0,0,0,0,0,0,0,1
Framber Valdez,HOU,Framber Valdez (HOU),0,0,0,0,0,14,0,0,187,1.21,3.4,56.4,30,71,0,0,0,0,0,0,0,0,1
Luis Castillo,SEA,Luis Castillo (SEA),0,0,0,0,0,13,0,0,197,1.15,3.54,29.78,13,39,0,0,0,0,0,0,0,0,1
Zac Gallen,ARI,Zac Gallen (ARI),0,0,0,0,0,13,0,0,190,1.16,3.69,42.9,27,65,0,0,0,0,0,0,0,0,1
Yoshinobu Yamamoto,LAD,Yoshinobu Yamamoto (LAD),0,0,0,0,0,12,0,0,173,1.14,3.69,43.55,23,66,0,0,0,0,0,0,0,0,1
Corbin Burnes,BAL,Corbin Burnes (BAL),0,0,0,0,0,11,0,0,196,1.14,3.54,20.35,9,32,0,0,0,0,0,0,0,0,1
Blake Snell,SFG,Blake Snell (SFG),0,0,0,0,0,11,0,0,206,1.25,3.46,71.84,36,121,0,0,0,0,0,0,0,0,1
Max Fried,ATL,Max Fried (ATL),0,0,0,0,0,13,0,0,154,1.18,3.41,52.72,38,71,0,0,0,0,0,0,0,0,1
Freddy Peralta,MIL,Freddy Peralta (MIL),0,0,0,0,0,11,0,0,193,1.15,3.72,53.82,37,73,0,0,0,0,0,0,0,0,1
Justin Steele,CHC,Justin Steele (CHC),0,0,0,0,0,11,0,0,163,1.23,3.67,94.47,65,121,0,0,0,0,0,0,0,0,1
Jesús Luzardo,MIA,Jesus Luzardo (MIA),0,0,0,0,0,11,0,0,189,1.21,3.78,78.78,56,104,0,0,0,0,0,0,0,0,1
Tyler Glasnow,LAD,Tyler Glasnow (LAD),0,0,0,0,0,11,0,0,176,1.1,3.5,35.11,19,48,0,0,0,0,0,0,0,0,1
Logan Gilbert,SEA,Logan Gilbert (SEA),0,0,0,0,0,12,0,0,181,1.14,3.83,63.36,38,79,0,0,0,0,0,0,0,0,1
Mitch Keller,PIT,Mitch Keller (PIT),0,0,0,0,0,10,0,0,171,1.29,4.15,159.36,85,205,0,0,0,0,0,0,0,0,1
Grayson Rodriguez,BAL,Grayson Rodriguez (BAL),0,0,0,0,0,11,0,0,172,1.19,3.72,63.41,40,83,0,0,0,0,0,0,0,0,1
Dylan Cease,SDP,Dylan Cease (SDP),0,0,0,0,0,10,0,0,200,1.27,3.87,92.1,60,139,0,0,0,0,0,0,0,0,1
Shane Bieber,CLE,Shane Bieber (CLE),0,0,0,0,0,10,0,0,156,1.19,3.78,119.22,80,174,0,0,0,0,0,0,0,0,1
Michael King,SDP,Michael King (SDP),0,0,0,0,0,9,0,1,155,1.19,3.56,126.59,97,174,0,0,0,0,0,0,0,0,1
Jordan Montgomery,ARI,Jordan Montgomery (ARI),0,0,0,0,0,10,0,0,147,1.23,3.81,186.04,130,315,0,0,0,0,0,0,0,0,1
Bobby Miller,LAD,Bobby Miller (LAD),0,0,0,0,0,12,0,0,149,1.15,3.83,64.76,20,88,0,0,0,0,0,0,0,0,1
Sonny Gray,STL,Sonny Gray (STL),0,0,0,0,0,9,0,0,148,1.23,3.67,138.37,98,206,0,0,0,0,0,0,0,0,1
Tanner Bibee,CLE,Tanner Bibee (CLE),0,0,0,0,0,10,0,0,167,1.21,3.76,110.01,79,140,0,0,0,0,0,0,0,0,1
Cole Ragans,KCR,Cole Ragans (KCR),0,0,0,0,0,10,0,0,175,1.28,3.87,73.65,37,103,0,0,0,0,0,0,0,0,1
Chris Sale,ATL,Chris Sale (ATL),0,0,0,0,0,9,0,0,155,1.15,3.81,95.73,68,124,0,0,0,0,0,0,0,0,1
José Berríos,TOR,Jose Berrios (TOR),0,0,0,0,0,11,0,0,161,1.23,4.13,158.6,109,200,0,0,0,0,0,0,0,0,1
Merrill Kelly,ARI,Merrill Kelly (ARI),0,0,0,0,0,11,0,0,169,1.26,4,138.52,97,175,0,0,0,0,0,0,0,0,1
Hunter Greene,CIN,Hunter Greene (CIN),0,0,0,0,0,9,0,0,186,1.24,4.2,138.06,89,204,0,0,0,0,0,0,0,0,1
Joe Ryan,MIN,Joe Ryan (MIN),0,0,0,0,0,11,0,0,179,1.13,3.99,86.37,64,116,0,0,0,0,0,0,0,0,1
Shota Imanaga,CHC,Shota Imanaga (CHC),0,0,0,0,0,9,0,0,155,1.21,3.88,151.3,108,185,0,0,0,0,0,0,0,0,1
Chris Bassitt,TOR,Chris Bassitt (TOR),0,0,0,0,0,12,0,0,159,1.22,4,128.88,87,177,0,0,0,0,0,0,0,0,1
Joe Musgrove,SDP,Joe Musgrove (SDP),0,0,0,0,0,10,0,0,148,1.16,3.66,100.2,73,148,0,0,0,0,0,0,0,0,1
Carlos Rodón,NYY,Carlos Rodon (NYY),0,0,0,0,0,10,0,0,157,1.18,4.07,139.4,85,205,0,0,0,0,0,0,0,0,1
Ranger Suárez,PHI,Ranger Suarez (PHI),0,0,0,0,0,8,0,0,129,1.32,4,321.28,229,360,0,0,0,0,0,0,0,0,1
Alex Cobb,SFG,Alex Cobb (SFG),0,0,0,0,0,7,0,0,115,1.28,3.84,357.55,294,358,0,0,0,0,0,0,0,0,1
Brayan Bello,BOS,Brayan Bello (BOS),0,0,0,0,0,11,0,0,139,1.35,4.28,211.97,168,262,0,0,0,0,0,0,0,0,1
Yu Darvish,SDP,Yu Darvish (SDP),0,0,0,0,0,9,0,0,141,1.17,4.09,168.48,131,207,0,0,0,0,0,0,0,0,1
Hunter Brown,HOU,Hunter Brown (HOU),0,0,0,0,0,11,0,0,156,1.26,3.92,151.31,109,191,0,0,0,0,0,0,0,0,1
Nestor Cortes,NYY,Nestor Cortes (NYY),0,0,0,0,0,9,0,0,137,1.18,3.98,214.51,164,259,0,0,0,0,0,0,0,0,1
Aaron Civale,TBR,Aaron Civale (TBR),0,0,0,0,0,9,0,0,133,1.19,4.04,189.52,144,224,0,0,0,0,0,0,0,0,1
Braxton Garrett,MIA,Braxton Garrett (MIA),0,0,0,0,0,7,0,0,128,1.24,3.86,266.96,176,360,0,0,0,0,0,0,0,0,1
DL Hall,MIL,DL Hall (MIL),0,0,0,0,0,7,1,3,133,1.29,3.9,279.37,181,343,0,0,0,0,0,0,0,0,1
Bailey Ober,MIN,Bailey Ober (MIN),0,0,0,0,0,9,0,0,151,1.17,4.08,116.6,92,154,0,0,0,0,0,0,0,0,1
