Name,Team,player,HR,R,RBI,SB,OBP,W,SV,HLD,SO,WHIP,ERA,ADP,MinDP,MaxDP,C,1B,2B,3B,SS,INF,OF,UT,P
Oneil Cruz,PIT,Oneil Cruz (PIT),21,76,66,25,0.313,0,0,0,0,0,0,48.14,13,83,0,0,0,0,1,1,0,1,0
Ke'Bryan Hayes,PIT,Ke'Bryan Hayes (PIT),14,71,65,18,0.315,0,0,0,0,0,0,148.18,115,201,0,0,0,1,0,1,0,1,0
Zack Gelof,OAK,Zack Gelof (OAK),18,70,61,19,0.304,0,0,0,0,0,0,125.98,93,168,0,0,1,0,0,1,0,1,0
Travis d'Arnaud,ATL,Travis d'Arnaud (ATL),12,40,42,0,0.309,0,0,0,0,0,0,359.56,231,359,1,0,0,0,0,0,0,1,0
Thairo Estrada,SFG,Thairo Estrada (SFG),16,73,58,24,0.311,0,0,0,0,0,0,137.76,99,176,0,0,1,0,1,1,0,1,0
Jorge Soler,SFG,Jorge Soler (SFG),30,73,82,1,0.334,0,0,0,0,0,0,164.77,109,234,0,0,0,0,0,0,1,1,0
Ryan Jeffers,MIN,Ryan Jeffers (MIN),14,43,44,2,0.306,0,0,0,0,0,0,263.26,165,357,1,0,0,0,0,0,0,1,0
Yainer Diaz,HOU,Yainer Diaz (HOU),19,55,64,1,0.304,0,0,0,0,0,0,106.92,85,150,1,0,0,0,0,0,0,1,0
Christian Walker,ARI,Christian Walker (ARI),28,80,91,6,0.329,0,0,0,0,0,0,94.09,62,138,0,1,0,0,0,1,0,1,0
Chas McCormick,HOU,Chas McCormick (HOU),20,70,63,14,0.321,0,0,0,0,0,0,149.9,102,182,0,0,0,0,0,0,1,1,0
Rhys Hoskins,MIL,Rhys Hoskins (MIL),27,74,81,5,0.34,0,0,0,0,0,0,187.72,143,241,0,1,0,0,0,1,0,1,0
Cedric Mullins,BAL,Cedric Mullins (BAL),18,76,58,31,0.308,0,0,0,0,0,0,148.14,115,190,0,0,0,0,0,0,1,1,0
Josh Naylor,CLE,Josh Naylor (CLE),21,69,80,8,0.338,0,0,0,0,0,0,132.53,102,178,0,1,0,0,0,1,0,1,0
James Outman,LAD,James Outman (LAD),19,69,62,11,0.312,0,0,0,0,0,0,179.46,124,238,0,0,0,0,0,0,1,1,0
Nolan Jones,COL,Nolan Jones (COL),22,82,71,15,0.351,0,0,0,0,0,0,55.99,28,84,0,0,0,0,0,0,1,1,0
George Springer,TOR,George Springer (TOR),21,76,69,14,0.328,0,0,0,0,0,0,121.22,75,147,0,0,0,0,0,0,1,1,0
Daulton Varsho,TOR,Daulton Varsho (TOR),22,71,65,18,0.298,0,0,0,0,0,0,197.59,154,257,0,0,0,0,0,0,1,1,0
Teoscar Hernández,LAD,Teoscar Hernandez (LAD),25,77,80,10,0.313,0,0,0,0,0,0,110.06,76,144,0,0,0,0,0,0,1,1,0
Jonathan India,CIN,Jonathan India (CIN),18,70,66,12,0.345,0,0,0,0,0,0,247.98,152,356,0,0,1,0,0,1,0,1,0
Trevor Story,BOS,Trevor Story (BOS),20,66,61,20,0.304,0,0,0,0,0,0,165.18,108,224,0,0,0,0,1,1,0,1,0
Austin Wells,NYY,Austin Wells (NYY),12,40,42,3,0.298,0,0,0,0,0,0,329.06,225,360,1,0,0,0,0,0,0,1,0
Matt McLain,CIN,Matt McLain (CIN),15,55,50,13,0.33,0,0,0,0,0,0,185.99,37,358,0,0,1,0,1,1,0,1,0
Yoán Moncada,CHW,Yoan Moncada (CHW),18,64,62,2,0.318,0,0,0,0,0,0,354.68,267,359,0,0,0,1,0,1,0,1,0
Jake Burger,MIA,Jake Burger (MIA),27,69,80,1,0.305,0,0,0,0,0,0,146.43,115,191,0,0,0,1,0,1,0,1,0
René Pinto,TBR,Rene Pinto (TBR),11,33,42,1,0.258,0,0,0,0,0,0,357.12,254,360,1,0,0,0,0,0,0,1,0
Lars Nootbaar,STL,Lars Nootbaar (STL),15,59,53,7,0.347,0,0,0,0,0,0,288.29,182,360,0,0,0,0,0,0,1,1,0
Alec Bohm,PHI,Alec Bohm (PHI),17,68,73,4,0.323,0,0,0,0,0,0,166.6,123,251,0,1,0,1,0,1,0,1,0
Mitch Garver,SEA,Mitch Garver (SEA),23,58,63,2,0.328,0,0,0,0,0,0,173.27,107,230,1,0,0,0,0,0,0,1,0
Jose Siri,TBR,Jose Siri (TBR),20,58,56,19,0.268,0,0,0,0,0,0,289.37,220,359,0,0,0,0,0,0,1,1,0
Jeimer Candelario,CIN,Jeimer Candelario (CIN),22,69,75,4,0.327,0,0,0,0,0,0,203.85,157,252,0,1,0,1,0,1,0,1,0
Jackson Holliday,BAL,Jackson Holliday (BAL),8,52,43,9,0.329,0,0,0,0,0,0,185.07,99,340,0,0,0,0,1,1,0,1,0
Sal Frelick,MIL,Sal Frelick (MIL),7,62,49,15,0.33,0,0,0,0,0,0,275.3,215,358,0,0,0,0,0,0,1,1,0
Anthony Santander,BAL,Anthony Santander (BAL),28,74,85,3,0.312,0,0,0,0,0,0,142.16,97,186,0,0,0,0,0,0,1,1,0
Tyler Stephenson,CIN,Tyler Stephenson (CIN),12,47,50,1,0.324,0,0,0,0,0,0,236.71,185,339,1,0,0,0,0,0,0,1,0
Eugenio Suárez,ARI,Eugenio Suarez (ARI),22,68,77,1,0.318,0,0,0,0,0,0,299.68,195,357,0,0,0,1,0,1,0,1,0
Tommy Edman,STL,Tommy Edman (STL),9,57,42,25,0.312,0,0,0,0,0,0,269.8,137,356,0,0,1,0,1,1,1,1,0
Spencer Torkelson,DET,Spencer Torkelson (DET),26,76,83,3,0.326,0,0,0,0,0,0,121.16,61,168,0,1,0,0,0,1,0,1,0
Luis Rengifo,LAA,Luis Rengifo (LAA),17,66,58,12,0.308,0,0,0,0,0,0,254.82,158,343,0,0,1,1,1,1,1,1,0
Triston Casas,BOS,Triston Casas (BOS),24,73,77,1,0.345,0,0,0,0,0,0,89.07,64,118,0,1,0,0,0,1,0,1,0
Brendan Donovan,STL,Brendan Donovan (STL),11,61,53,6,0.356,0,0,0,0,0,0,297.77,233,360,0,0,1,0,0,1,1,1,0
Alek Thomas,ARI,Alek Thomas (ARI),10,58,52,10,0.311,0,0,0,0,0,0,346.82,242,359,0,0,0,0,0,0,1,1,0
Josh Lowe,TBR,Josh Lowe (TBR),14,55,49,19,0.305,0,0,0,0,0,0,131.72,58,234,0,0,0,0,0,0,1,1,0
Davis Schneider,TOR,Davis Schneider (TOR),15,48,48,5,0.318,0,0,0,0,0,0,357.95,274,357,0,0,1,0,0,1,0,1,0
J.D. Davis,OAK,J.D. Davis (OAK),14,50,50,1,0.323,0,0,0,0,0,0,359.65,271,360,0,0,0,1,0,1,0,1,0
Henry Davis,PIT,Henry Davis (PIT),14,56,54,9,0.332,0,0,0,0,0,0,203.01,149,335,1,0,0,0,0,0,1,1,0
Brendan Rodgers,COL,Brendan Rodgers (COL),14,61,62,1,0.333,0,0,0,0,0,0,346.42,275,360,0,0,1,0,0,1,0,1,0
Ryan McMahon,COL,Ryan McMahon (COL),23,75,74,8,0.325,0,0,0,0,0,0,241.16,177,294,0,0,1,1,0,1,0,1,0
Lourdes Gurriel Jr.,ARI,Lourdes Gurriel Jr. (ARI),17,66,72,6,0.328,0,0,0,0,0,0,231.04,191,287,0,0,0,0,0,0,1,1,0
Alex Verdugo,NYY,Alex Verdugo (NYY),12,61,58,5,0.324,0,0,0,0,0,0,323.33,238,360,0,0,0,0,0,0,1,1,0
Ezequiel Tovar,COL,Ezequiel Tovar (COL),16,73,66,15,0.305,0,0,0,0,0,0,191.68,120,240,0,0,0,0,1,1,0,1,0
Gavin Lux,LAD,Gavin Lux (LAD),9,58,46,9,0.325,0,0,0,0,0,0,286.15,155,360,0,0,1,0,0,1,1,1,0
DJ LeMahieu,NYY,DJ LeMahieu (NYY),11,58,51,3,0.329,0,0,0,0,0,0,347.35,257,359,0,1,0,1,0,1,0,1,0
Tyler O'Neill,BOS,Tyler O'Neill (BOS),21,64,62,15,0.319,0,0,0,0,0,0,209.55,161,283,0,0,0,0,0,0,1,1,0
Brayan Rocchio,CLE,Brayan Rocchio (CLE),6,45,40,11,0.3,0,0,0,0,0,0,360.6,330,356,0,0,0,0,1,1,0,1,0
Nolan Schanuel,LAA,Nolan Schanuel (LAA),8,61,45,3,0.364,0,0,0,0,0,0,354.02,235,357,0,1,0,0,0,1,0,1,0
Masataka Yoshida,BOS,Masataka Yoshida (BOS),15,69,69,3,0.352,0,0,0,0,0,0,190.01,141,257,0,0,0,0,0,0,1,1,0
Brandon Drury,LAA,Brandon Drury (LAA),24,65,72,2,0.299,0,0,0,0,0,0,223.31,169,293,0,1,1,0,0,1,0,1,0
Jake Fraley,CIN,Jake Fraley (CIN),18,61,56,18,0.341,0,0,0,0,0,0,300.05,157,359,0,0,0,0,0,0,1,1,0
Geraldo Perdomo,ARI,Geraldo Perdomo (ARI),6,53,33,14,0.327,0,0,0,0,0,0,360.33,321,359,0,0,1,0,1,1,0,1,0
Vaughn Grissom,BOS,Vaughn Grissom (BOS),9,56,50,10,0.332,0,0,0,0,0,0,319.93,231,359,0,0,0,0,1,1,0,1,0
Jarren Duran,BOS,Jarren Duran (BOS),12,70,51,28,0.318,0,0,0,0,0,0,135.09,99,170,0,0,0,0,0,0,1,1,0
Brandon Marsh,PHI,Brandon Marsh (PHI),12,60,49,12,0.324,0,0,0,0,0,0,356.01,256,360,0,0,0,0,0,0,1,1,0
Mark Canha,DET,Mark Canha (DET),11,60,50,6,0.349,0,0,0,0,0,0,359.94,310,345,0,0,0,0,0,0,1,1,0
Max Kepler,MIN,Max Kepler (MIN),19,62,63,4,0.324,0,0,0,0,0,0,290.34,225,360,0,0,0,0,0,0,1,1,0
Salvador Perez,KCR,Salvador Perez (KCR),26,60,83,0,0.297,0,0,0,0,0,0,132.71,79,182,1,1,0,0,0,1,0,1,0
Ty France,SEA,Ty France (SEA),14,65,64,0,0.333,0,0,0,0,0,0,344.41,244,359,0,1,0,0,0,1,0,1,0
Lane Thomas,WSN,Lane Thomas (WSN),22,76,72,15,0.306,0,0,0,0,0,0,108.93,80,140,0,0,0,0,0,0,1,1,0
Junior Caminero,TBR,Junior Caminero (TBR),10,35,38,4,0.318,0,0,0,0,0,0,293.89,189,360,0,0,0,1,0,1,0,1,0
Jordan Westburg,BAL,Jordan Westburg (BAL),11,50,48,6,0.303,0,0,0,0,0,0,308.7,183,360,0,0,1,1,0,1,0,1,0
Joc Pederson,ARI,Joc Pederson (ARI),18,56,60,2,0.347,0,0,0,0,0,0,360.17,313,355,0,0,0,0,0,0,1,1,0
Justin Turner,TOR,Justin Turner (TOR),15,56,59,2,0.321,0,0,0,0,0,0,251.73,166,335,0,1,0,0,0,1,0,1,0
Esteury Ruiz,OAK,Esteury Ruiz (OAK),7,63,29,49,0.303,0,0,0,0,0,0,125.93,71,235,0,0,0,0,0,0,1,1,0
Ryan Mountcastle,BAL,Ryan Mountcastle (BAL),20,63,69,4,0.323,0,0,0,0,0,0,256.06,181,331,0,1,0,0,0,1,0,1,0
Christian Vázquez,MIN,Christian Vazquez (MIN),5,27,26,4,0.285,0,0,0,0,0,0,360.9,343,343,1,0,0,0,0,0,0,1,0
Yan Gomes,CHC,Yan Gomes (CHC),9,37,42,1,0.296,0,0,0,0,0,0,358.13,233,360,1,0,0,0,0,0,0,1,0
Jake Rogers,DET,Jake Rogers (DET),15,39,45,2,0.285,0,0,0,0,0,0,350.41,274,360,1,0,0,0,0,0,0,1,0
Jake Cronenworth,SDP,Jake Cronenworth (SDP),13,66,62,5,0.325,0,0,0,0,0,0,316.37,231,360,0,1,1,0,0,1,0,1,0
Jack Suwinski,PIT,Jack Suwinski (PIT),23,64,68,8,0.319,0,0,0,0,0,0,233.97,184,305,0,0,0,0,0,0,1,1,0
Michael Conforto,SFG,Michael Conforto (SFG),14,56,54,2,0.347,0,0,0,0,0,0,360.34,315,360,0,0,0,0,0,0,1,1,0
Maikel Garcia,KCR,Maikel Garcia (KCR),7,65,48,21,0.317,0,0,0,0,0,0,194.43,135,266,0,0,0,1,0,1,0,1,0
Ramón Laureano,CLE,Ramon Laureano (CLE),14,57,54,14,0.318,0,0,0,0,0,0,360.66,335,354,0,0,0,0,0,0,1,1,0
Spencer Steer,CIN,Spencer Steer (CIN),20,70,72,8,0.328,0,0,0,0,0,0,101.05,52,145,0,1,0,1,0,1,1,1,0
Wilmer Flores,SFG,Wilmer Flores (SFG),16,46,50,0,0.329,0,0,0,0,0,0,356.04,289,358,0,1,0,1,0,1,0,1,0
Anthony Rizzo,NYY,Anthony Rizzo (NYY),21,67,66,6,0.329,0,0,0,0,0,0,236.99,169,336,0,1,0,0,0,1,0,1,0
Chris Taylor,LAD,Chris Taylor (LAD),13,52,45,10,0.316,0,0,0,0,0,0,355.98,213,360,0,0,0,1,1,1,1,1,0
Masyn Winn,STL,Masyn Winn (STL),9,53,45,14,0.289,0,0,0,0,0,0,350.64,277,360,0,0,0,0,1,1,0,1,0
Eloy Jiménez,CHW,Eloy Jimenez (CHW),21,61,67,0,0.326,0,0,0,0,0,0,214.1,155,275,0,0,0,0,0,0,0,1,0
Javier Báez,DET,Javier Baez (DET),16,63,60,14,0.292,0,0,0,0,0,0,360.68,324,359,0,0,0,0,1,1,0,1,0
Marcell Ozuna,ATL,Marcell Ozuna (ATL),29,72,80,2,0.319,0,0,0,0,0,0,150.57,110,211,0,0,0,0,0,0,0,1,0
Christopher Morel,CHC,Christopher Morel (CHC),25,71,70,14,0.302,0,0,0,0,0,0,175.45,123,212,0,0,0,0,0,0,1,1,0
Amed Rosario,TBR,Amed Rosario (TBR),6,44,36,11,0.306,0,0,0,0,0,0,346.36,222,358,0,0,1,0,1,1,0,1,0
Luis Campusano,SDP,Luis Campusano (SDP),12,45,52,0,0.305,0,0,0,0,0,0,196.4,161,252,1,0,0,0,0,0,0,1,0
Orlando Arcia,ATL,Orlando Arcia (ATL),15,57,58,3,0.3,0,0,0,0,0,0,352.66,284,360,0,0,0,0,1,1,0,1,0
LaMonte Wade Jr.,SFG,LaMonte Wade Jr. (SFG),15,56,50,3,0.341,0,0,0,0,0,0,359.86,315,356,0,1,0,0,0,1,1,1,0
Ryan Noda,OAK,Ryan Noda (OAK),17,59,54,6,0.329,0,0,0,0,0,0,359.91,286,346,0,1,0,0,0,1,0,1,0
TJ Friedl,CIN,TJ Friedl (CIN),12,53,43,15,0.326,0,0,0,0,0,0,262.9,126,360,0,0,0,0,0,0,1,1,0
Luis García Jr.,WSN,Luis Garcia Jr. (WSN),10,51,49,8,0.312,0,0,0,0,0,0,360.86,348,349,0,0,1,0,0,1,0,1,0
Jordan Walker,STL,Jordan Walker (STL),16,67,64,10,0.324,0,0,0,0,0,0,116.47,73,216,0,0,0,0,0,0,1,1,0
Austin Hays,BAL,Austin Hays (BAL),16,61,63,5,0.304,0,0,0,0,0,0,342.41,198,360,0,0,0,0,0,0,1,1,0
Leody Taveras,TEX,Leody Taveras (TEX),12,60,48,17,0.298,0,0,0,0,0,0,305.41,207,359,0,0,0,0,0,0,1,1,0
Gabriel Moreno,ARI,Gabriel Moreno (ARI),8,53,50,5,0.328,0,0,0,0,0,0,161.74,129,221,1,0,0,0,0,0,0,1,0
Starling Marte,NYM,Starling Marte (NYM),9,64,42,33,0.315,0,0,0,0,0,0,215.98,177,336,0,0,0,0,0,0,1,1,0
Andrew Benintendi,CHW,Andrew Benintendi (CHW),8,63,50,12,0.334,0,0,0,0,0,0,357.27,312,358,0,0,0,0,0,0,1,1,0
Harrison Bader,NYM,Harrison Bader (NYM),10,51,39,24,0.292,0,0,0,0,0,0,346.29,264,360,0,0,0,0,0,0,1,1,0
Trent Grisham,NYY,Trent Grisham (NYY),12,46,36,10,0.309,0,0,0,0,0,0,360.92,347,347,0,0,0,0,0,0,1,1,0
José Caballero,TBR,Jose Caballero (TBR),5,32,22,15,0.308,0,0,0,0,0,0,352.47,265,360,0,0,1,0,1,1,0,1,0
Dylan Carlson,STL,Dylan Carlson (STL),8,40,38,3,0.327,0,0,0,0,0,0,360.4,301,360,0,0,0,0,0,0,1,1,0
Jordan Lawlar,ARI,Jordan Lawlar (ARI),6,36,29,11,0.309,0,0,0,0,0,0,356.33,283,360,0,0,0,0,1,1,0,1,0
Alex Kirilloff,MIN,Alex Kirilloff (MIN),12,46,47,2,0.332,0,0,0,0,0,0,341.96,247,359,0,1,0,0,0,1,1,1,0
Kris Bryant,COL,Kris Bryant (COL),18,63,63,4,0.351,0,0,0,0,0,0,252.18,171,309,0,0,0,0,0,0,1,1,0
Kevin Kiermaier,TOR,Kevin Kiermaier (TOR),7,48,35,11,0.296,0,0,0,0,0,0,360.82,329,329,0,0,0,0,0,0,1,1,0
Giancarlo Stanton,NYY,Giancarlo Stanton (NYY),26,58,69,0,0.311,0,0,0,0,0,0,247.91,154,329,0,0,0,0,0,0,1,1,0
Ceddanne Rafaela,BOS,Ceddanne Rafaela (BOS),12,56,49,17,0.293,0,0,0,0,0,0,274.73,182,360,0,0,0,0,0,0,1,1,0
Shea Langeliers,OAK,Shea Langeliers (OAK),17,46,53,3,0.275,0,0,0,0,0,0,280.17,178,355,1,0,0,0,0,0,0,1,0
Jon Berti,NYY,Jon Berti (NYY),5,46,28,21,0.315,0,0,0,0,0,0,360.22,325,359,0,0,0,1,1,1,0,1,0
Johan Rojas,PHI,Johan Rojas (PHI),5,41,27,18,0.286,0,0,0,0,0,0,354.32,214,357,0,0,0,0,0,0,1,1,0
Kerry Carpenter,DET,Kerry Carpenter (DET),21,64,69,6,0.315,0,0,0,0,0,0,226.06,166,287,0,0,0,0,0,0,1,1,0
Colt Keith,DET,Colt Keith (DET),12,52,52,3,0.303,0,0,0,0,0,0,291.82,211,354,0,0,1,1,0,1,0,1,0
Andrew Vaughn,CHW,Andrew Vaughn (CHW),20,65,69,0,0.318,0,0,0,0,0,0,250.16,198,331,0,1,0,0,0,1,0,1,0
Josh Bell,MIA,Josh Bell (MIA),19,69,70,1,0.337,0,0,0,0,0,0,323.67,256,360,0,1,0,0,0,1,0,1,0
Tim Anderson,MIA,Tim Anderson (MIA),6,59,48,19,0.314,0,0,0,0,0,0,324.56,224,360,0,0,0,0,1,1,0,1,0
Willi Castro,MIN,Willi Castro (MIN),9,50,36,20,0.304,0,0,0,0,0,0,307.36,222,358,0,0,0,1,0,1,1,1,0
Kyle Isbel,KCR,Kyle Isbel (KCR),9,48,39,13,0.295,0,0,0,0,0,0,360.39,278,337,0,0,0,0,0,0,1,1,0
Jake Meyers,HOU,Jake Meyers (HOU),9,43,39,6,0.299,0,0,0,0,0,0,360.94,351,351,0,0,0,0,0,0,1,1,0
Tom Murphy,SFG,Tom Murphy (SFG),7,23,24,1,0.298,0,0,0,0,0,0,360.66,301,301,1,0,0,0,0,0,0,1,0
Jackson Merrill,SDP,Jackson Merrill (SDP),10,53,51,9,0.296,0,0,0,0,0,0,270.46,181,359,0,0,0,0,1,1,1,1,0
Iván Herrera,STL,Ivan Herrera (STL),4,22,20,2,0.323,0,0,0,0,0,0,360.4,302,357,1,0,0,0,0,0,0,1,0
Bryan De La Cruz,MIA,Bryan De La Cruz (MIA),17,63,67,4,0.314,0,0,0,0,0,0,303.82,224,359,0,0,0,0,0,0,1,1,0
Pete Crow-Armstrong,CHC,Pete Crow-Armstrong (CHC),6,31,25,9,0.307,0,0,0,0,0,0,360.11,290,360,0,0,0,0,0,0,1,1,0
MJ Melendez,KCR,MJ Melendez (KCR),19,68,67,6,0.32,0,0,0,0,0,0,279.78,233,357,0,0,0,0,0,0,1,1,0
Michael Massey,KCR,Michael Massey (KCR),13,47,49,6,0.293,0,0,0,0,0,0,360.9,344,344,0,0,1,0,0,1,0,1,0
Brent Rooker,OAK,Brent Rooker (OAK),24,59,69,3,0.306,0,0,0,0,0,0,292.07,220,360,0,0,0,0,0,0,1,1,0
Gio Urshela,DET,Gio Urshela (DET),6,32,33,2,0.312,0,0,0,0,0,0,360.95,353,353,0,1,0,1,0,1,0,1,0
Nick Castellanos,PHI,Nick Castellanos (PHI),23,73,82,8,0.309,0,0,0,0,0,0,110.05,64,150,0,0,0,0,0,0,1,1,0
Cavan Biggio,TOR,Cavan Biggio (TOR),10,43,38,6,0.319,0,0,0,0,0,0,360.44,324,358,0,1,1,0,0,1,1,1,0
Parker Meadows,DET,Parker Meadows (DET),12,56,48,11,0.284,0,0,0,0,0,0,243.36,173,320,0,0,0,0,0,0,1,1,0
Zach McKinstry,DET,Zach McKinstry (DET),7,39,31,8,0.305,0,0,0,0,0,0,360.44,318,353,0,0,1,1,1,1,1,1,0
Freddy Fermin,KCR,Freddy Fermin (KCR),6,20,23,0,0.299,0,0,0,0,0,0,360.47,318,360,1,0,0,0,0,0,0,1,0
Will Benson,CIN,Will Benson (CIN),14,56,46,16,0.312,0,0,0,0,0,0,255.59,161,338,0,0,0,0,0,0,1,1,0
J.D. Martinez,NYM,J.D. Martinez (NYM),21,57,66,0,0.309,0,0,0,0,0,0,257.47,149,333,0,0,0,0,0,0,0,1,0
Jared Triolo,PIT,Jared Triolo (PIT),6,47,40,9,0.317,0,0,0,0,0,0,360.43,321,340,0,0,1,1,0,1,0,1,0
Colson Montgomery,CHW,Colson Montgomery (CHW),5,22,20,1,0.318,0,0,0,0,0,0,360.95,353,353,0,0,0,0,1,1,0,1,0
Brice Turang,MIL,Brice Turang (MIL),7,52,40,20,0.3,0,0,0,0,0,0,330.43,226,360,0,0,1,0,1,1,0,1,0
Jorge Mateo,BAL,Jorge Mateo (BAL),5,31,18,20,0.276,0,0,0,0,0,0,359.3,267,360,0,0,0,0,1,1,0,1,0
Paul DeJong,CHW,Paul DeJong (CHW),14,37,41,4,0.269,0,0,0,0,0,0,360.61,313,341,0,0,0,0,1,1,0,1,0
Jasson Domínguez,NYY,Jasson Dominguez (NYY),5,23,19,6,0.319,0,0,0,0,0,0,359.08,263,356,0,0,0,0,0,0,1,1,0
Victor Robles,WSN,Victor Robles (WSN),6,41,26,17,0.307,0,0,0,0,0,0,360.81,329,359,0,0,0,0,0,0,1,1,0
Christian Encarnacion-Strand,CIN,Christian Encarnacion-Strand (CIN),23,62,74,3,0.314,0,0,0,0,0,0,126.06,74,199,0,1,0,0,0,1,0,1,0
Connor Wong,BOS,Connor Wong (BOS),10,39,37,6,0.276,0,0,0,0,0,0,350.55,204,360,1,0,0,0,0,0,0,1,0
Elias Díaz,COL,Elias Diaz (COL),14,49,53,0,0.309,0,0,0,0,0,0,270.51,190,351,1,0,0,0,0,0,0,1,0
Gary Sánchez,MIL,Gary Sanchez (MIL),14,31,39,0,0.289,0,0,0,0,0,0,352.49,228,360,1,0,0,0,0,0,0,1,0
Luis Matos,SFG,Luis Matos (SFG),5,34,30,6,0.314,0,0,0,0,0,0,360.9,350,354,0,0,0,0,0,0,1,1,0
Garrett Mitchell,MIL,Garrett Mitchell (MIL),10,50,40,14,0.3,0,0,0,0,0,0,347.91,246,360,0,0,0,0,0,0,1,1,0
Michael A. Taylor,PIT,Michael A. Taylor (PIT),13,46,45,11,0.284,0,0,0,0,0,0,360.85,351,354,0,0,0,0,0,0,1,1,0
Jesús Sánchez,MIA,Jesus Sanchez (MIA),16,52,53,3,0.311,0,0,0,0,0,0,360.84,333,333,0,0,0,0,0,0,1,1,0
Ezequiel Duran,TEX,Ezequiel Duran (TEX),9,35,32,6,0.295,0,0,0,0,0,0,327.35,191,359,0,0,0,1,1,1,1,1,0
Jackson Chourio,MIL,Jackson Chourio (MIL),14,61,58,16,0.293,0,0,0,0,0,0,113.43,73,170,0,0,0,0,0,0,1,1,0
Jarred Kelenic,ATL,Jarred Kelenic (ATL),14,57,48,14,0.31,0,0,0,0,0,0,253.65,93,359,0,0,0,0,0,0,1,1,0
Isiah Kiner-Falefa,TOR,Isiah Kiner-Falefa (TOR),4,41,29,15,0.305,0,0,0,0,0,0,360.36,324,341,0,0,0,1,0,1,1,1,0
Whit Merrifield,PHI,Whit Merrifield (PHI),7,50,41,20,0.305,0,0,0,0,0,0,284.42,191,359,0,0,1,0,0,1,1,1,0
Matt Wallner,MIN,Matt Wallner (MIN),15,51,49,3,0.314,0,0,0,0,0,0,338.39,255,360,0,0,0,0,0,0,1,1,0
Jake McCarthy,ARI,Jake McCarthy (ARI),4,32,20,16,0.317,0,0,0,0,0,0,359.66,270,359,0,0,0,0,0,0,1,1,0
Harold Ramírez,TBR,Harold Ramirez (TBR),7,35,35,4,0.322,0,0,0,0,0,0,360.77,325,357,0,0,0,0,0,0,0,1,0
Mauricio Dubón,HOU,Mauricio Dubon (HOU),6,35,32,5,0.296,0,0,0,0,0,0,360.73,313,313,0,0,1,0,0,1,1,1,0
Brenton Doyle,COL,Brenton Doyle (COL),13,56,45,16,0.275,0,0,0,0,0,0,351.63,272,360,0,0,0,0,0,0,1,1,0
Drew Waters,KCR,Drew Waters (KCR),5,27,21,8,0.304,0,0,0,0,0,0,360.9,344,344,0,0,0,0,0,0,1,1,0
Jurickson Profar,SDP,Jurickson Profar (SDP),9,49,44,4,0.32,0,0,0,0,0,0,360.8,326,326,0,0,0,0,0,0,1,1,0
Mitch Haniger,SEA,Mitch Haniger (SEA),18,52,57,1,0.303,0,0,0,0,0,0,335.01,240,357,0,0,0,0,0,0,1,1,0
Joey Ortiz,MIL,Joey Ortiz (MIL),5,31,30,4,0.295,0,0,0,0,0,0,360.68,341,360,0,0,1,1,0,1,0,1,0
Brett Baty,NYM,Brett Baty (NYM),11,46,44,3,0.301,0,0,0,0,0,0,354.05,246,360,0,0,0,1,0,1,0,1,0
Blake Sabol,SFG,Blake Sabol (SFG),3,11,10,1,0.295,0,0,0,0,0,0,360.91,349,358,1,0,0,0,0,0,1,1,0
Enrique Hernández,LAD,Enrique Hernandez (LAD),8,37,38,2,0.295,0,0,0,0,0,0,360.97,358,359,0,0,1,0,1,1,1,1,0
Wilyer Abreu,BOS,Wilyer Abreu (BOS),9,39,35,7,0.316,0,0,0,0,0,0,358.41,261,360,0,0,0,0,0,0,1,1,0
Edward Olivares,PIT,Edward Olivares (PIT),7,33,30,9,0.31,0,0,0,0,0,0,360.77,341,354,0,0,0,0,0,0,1,1,0
Jason Heyward,LAD,Jason Heyward (LAD),10,42,40,3,0.311,0,0,0,0,0,0,357.98,318,360,0,0,0,0,0,0,1,1,0
Adam Duvall,ATL,Adam Duvall (ATL),15,35,40,2,0.285,0,0,0,0,0,0,359.69,319,356,0,0,0,0,0,0,1,1,0
Noelvi Marte,CIN,Noelvi Marte (CIN),6,25,24,6,0.315,0,0,0,0,0,0,330.06,141,358,0,0,0,1,0,1,0,1,0
Hunter Renfroe,KCR,Hunter Renfroe (KCR),20,54,64,1,0.301,0,0,0,0,0,0,356.15,202,359,0,0,0,0,0,0,1,1,0
Colton Cowser,BAL,Colton Cowser (BAL),6,31,26,3,0.316,0,0,0,0,0,0,350.89,214,360,0,0,0,0,0,0,1,1,0
Coby Mayo,BAL,Coby Mayo (BAL),4,14,14,1,0.306,0,0,0,0,0,0,359.77,296,360,0,0,0,1,0,1,0,1,0
Andrew McCutchen,PIT,Andrew McCutchen (PIT),12,52,48,8,0.335,0,0,0,0,0,0,360.84,340,353,0,0,0,0,0,0,0,1,0
Tyler Black,MIL,Tyler Black (MIL),4,22,18,6,0.32,0,0,0,0,0,0,360.22,286,350,0,0,0,1,0,1,0,1,0
Wyatt Langford,TEX,Wyatt Langford (TEX),17,66,59,12,0.311,0,0,0,0,0,0,77.93,41,157,0,0,0,0,0,0,1,1,0
Rowdy Tellez,PIT,Rowdy Tellez (PIT),18,46,58,1,0.316,0,0,0,0,0,0,360.89,342,342,0,1,0,0,0,1,0,1,0
